Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28
6/29/2024;17:55:22;0;greeenland;0.58;5.74;-0.2;0.311;0.92;0.75;-0.3;96;97.3;10.37;0.442;0;-0.3;0.63;0.24;0;1.09;0;3.87;154.7;11.922;0.313;5.92;0
6/29/2024;17:55:24;0;greeenland;0.58;5.73;-0.2;0.311;0.94;0.76;-0.3;96.1;97.4;10.37;0.442;0;-0.3;0.63;0.24;0;1.1;0;3.72;163.2;11.954;0.311;5.92;0
6/29/2024;17:55:26;0;greeenland;0.59;5.77;-0.2;0.311;0.95;0.76;-0.3;96.1;97.4;10.37;0.442;0;-0.3;0.63;0.25;0;1.1;0;4.86;99.2;11.99;0.31;5.92;0
6/29/2024;17:55:28;0;greeenland;0.59;5.75;-0.2;0.311;0.96;0.76;-0.3;96.2;97.5;10.37;0.442;0;-0.2;0.64;0.25;0;1.1;0;4.02;146.4;12.024;0.312;5.92;0
6/29/2024;17:55:30;0;greeenland;0.59;5.75;-0.2;0.311;0.96;0.76;-0.2;96.3;97.6;10.37;0.443;0;-0.2;0.64;0.25;0;1.09;0;6.41;11.6;12.064;0.312;5.92;0
6/29/2024;17:55:32;0;greeenland;0.6;5.78;-0.2;0.311;0.98;0.77;-0.2;96.3;97.6;10.36;0.442;0;-0.2;0.64;0.25;0;1.07;0;-4.17;609.1;12.095;0.31;5.92;0
6/29/2024;17:55:34;0;greeenland;0.59;5.76;-0.2;0.311;1.01;0.78;-0.2;96.4;97.7;10.36;0.442;0;-0.2;0.65;0.26;0;1.03;0;-1.05;433.1;12.115;0.31;5.92;0
6/29/2024;17:55:36;0;greeenland;0.58;5.73;-0.2;0.311;1.02;0.78;-0.2;96.5;97.8;10.37;0.442;0;-0.2;0.64;0.26;0;0.98;0;2.65;223.8;12.124;0.317;5.92;0
6/29/2024;17:55:38;0;greeenland;0.57;5.7;-0.1;0.311;1.01;0.78;-0.2;96.5;97.8;10.37;0.442;0;-0.2;0.64;0.25;0;0.9;0;0.72;332.7;12.107;0.31;5.92;0
6/29/2024;17:55:40;0;greeenland;0.57;5.69;-0.1;0.311;1;0.78;-0.2;96.6;97.9;10.39;0.443;0;-0.2;0.64;0.25;0;0.82;0;2.64;224.2;12.112;0.318;5.92;0
6/29/2024;17:55:42;0;greeenland;0.56;5.66;-0.1;0.311;0.99;0.77;-0.2;96.8;98;10.4;0.442;0;-0.2;0.64;0.25;0;0.83;0;4.45;122;12.148;0.308;5.92;0
6/29/2024;17:55:44;0;greeenland;0.56;5.66;-0.1;0.311;0.99;0.77;-0.2;97;98.3;10.41;0.443;0;-0.2;0.63;0.24;0;0.78;0;5.27;75.8;12.238;0.316;5.92;0
6/29/2024;17:55:46;0;greeenland;0.57;5.7;-0.1;0.311;0.97;0.77;-0.2;97.2;98.5;10.41;0.443;0;-0.2;0.64;0.25;0;0.72;0;5.44;66.4;12.344;0.312;5.92;0
6/29/2024;17:55:48;0;greeenland;0.58;5.74;-0.1;0.312;0.96;0.76;-0.2;97.4;98.7;10.4;0.443;0;-0.2;0.65;0.26;0;0.72;0;5.49;63.7;12.48;0.316;5.92;0
6/29/2024;17:55:50;0;greeenland;0.6;5.79;-0.1;0.312;0.99;0.77;-0.2;97.5;98.8;10.38;0.443;0;-0.2;0.65;0.27;0;0.73;0;5.5;63.3;12.632;0.31;5.92;0
6/29/2024;17:55:52;0;greeenland;0.6;5.8;-0.1;0.312;0.98;0.77;-0.2;97.7;99;10.36;0.443;0;-0.2;0.64;0.26;0;0.75;0;5.26;76.7;12.82;0.312;5.91;0
6/29/2024;17:55:54;0;greeenland;0.62;5.87;-0.1;0.312;0.96;0.76;-0.2;97.8;99.1;10.33;0.443;0;-0.2;0.64;0.25;0;0.77;0;5.1;85.8;12.992;0.309;5.91;0
6/29/2024;17:55:56;0;greeenland;0.64;5.92;-0.1;0.312;0.96;0.76;-0.2;97.8;99.1;10.29;0.443;0;-0.1;0.67;0.28;0;0.71;0;5.11;85.5;13.126;0.314;5.91;0
6/29/2024;17:55:58;0;greeenland;0.62;5.86;-0.1;0.312;0.96;0.76;-0.1;97.8;99.1;10.26;0.443;0;-0.1;0.67;0.28;0;0.61;0;5.1;86.1;13.229;0.317;5.91;0
6/29/2024;17:56:00;0;greeenland;0.62;5.87;-0.1;0.312;0.99;0.77;-0.1;97.7;99;10.23;0.443;0;-0.1;0.69;0.3;0;0.6;0;5.08;87.1;13.325;0.31;5.91;0
6/29/2024;17:56:02;0;greeenland;0.62;5.85;-0.1;0.312;0.99;0.78;-0.1;97.7;99;10.21;0.443;0;-0.1;0.67;0.28;0;0.6;0;4.95;94.5;13.414;0.316;5.91;0
6/29/2024;17:56:04;0;greeenland;0.62;5.86;-0.1;0.312;0.99;0.77;-0.1;97.7;99;10.18;0.443;0;-0.1;0.68;0.29;0;0.58;0;4.89;97.8;13.5;0.308;5.91;0
6/29/2024;17:56:06;0;greeenland;0.58;5.74;-0.1;0.312;1.03;0.79;-0.1;97.6;98.9;10.16;0.443;0;-0.1;0.67;0.28;0;0.53;0;4.91;96.6;13.551;0.312;5.91;0
6/29/2024;17:56:08;0;greeenland;0.56;5.67;-0.1;0.312;1.03;0.79;-0.1;97.5;98.8;10.15;0.443;0;-0.1;0.67;0.28;0;0.57;0;4.91;97;13.586;0.312;5.91;0
6/29/2024;17:56:10;0;greeenland;0.56;5.67;-0.1;0.312;1.01;0.78;-0.1;97.5;98.8;10.14;0.443;0;-0.1;0.66;0.27;0;0.54;0;4.89;97.8;13.626;0.311;5.91;0
6/29/2024;17:56:12;0;greeenland;0.56;5.68;-0.1;0.312;1;0.78;-0.1;97.5;98.8;10.13;0.443;0;-0.1;0.65;0.26;0;0.61;0;4.89;98.2;13.655;0.312;5.91;0
6/29/2024;17:56:14;0;greeenland;0.57;5.69;-0.1;0.312;1.02;0.78;-0.1;97.5;98.8;10.13;0.443;0;-0.1;0.64;0.25;0;0.6;0;4.88;98.7;13.675;0.311;5.91;0
6/29/2024;17:56:16;0;greeenland;0.56;5.66;-0.1;0.312;1.03;0.79;-0.1;97.5;98.8;10.12;0.443;0;-0.1;0.62;0.24;0;0.61;0;4.87;99.1;13.69;0.313;5.91;0
6/29/2024;17:56:18;0;greeenland;0.55;5.64;-0.1;0.312;1.04;0.79;-0.1;97.6;98.9;10.13;0.443;0;-0.1;0.61;0.22;0;0.55;0;4.76;105.5;13.71;0.312;5.91;0
6/29/2024;17:56:20;0;greeenland;0.58;5.74;-0.1;0.312;1.04;0.79;-0.1;97.6;98.9;10.12;0.443;0;-0.1;0.62;0.23;0;0.56;0;4.72;107.9;13.741;0.316;5.91;0
6/29/2024;17:56:22;0;greeenland;0.6;5.8;-0.1;0.312;1.04;0.79;-0.1;97.6;98.9;10.12;0.443;0;-0.1;0.61;0.22;0;0.53;0;4.69;109.2;13.764;0.312;5.91;0
6/29/2024;17:56:24;0;greeenland;0.58;5.73;-0.1;0.312;1.02;0.78;-0.1;97.7;99;10.12;0.443;0;-0.1;0.61;0.22;0;0.55;0;4.67;110.7;13.798;0.317;5.91;0
6/29/2024;17:56:26;0;greeenland;0.59;5.76;-0.1;0.311;1;0.78;-0.1;97.7;99.1;10.12;0.442;0;-0.1;0.62;0.23;0;0.51;0;4.65;111.5;13.84;0.308;5.91;0
6/29/2024;17:56:28;0;greeenland;0.59;5.78;-0.1;0.312;1.01;0.78;-0.1;97.8;99.1;10.11;0.443;0;-0.1;0.63;0.24;0;0.5;0;4.64;112.2;13.876;0.317;5.91;0
6/29/2024;17:56:30;0;greeenland;0.6;5.81;-0.1;0.311;0.99;0.77;-0.1;97.9;99.2;10.11;0.442;0;-0.1;0.61;0.22;0;0.51;0;4.63;112.9;13.911;0.306;5.91;0
6/29/2024;17:56:32;0;greeenland;0.58;5.74;-0.1;0.311;0.98;0.77;-0.1;97.9;99.2;10.11;0.443;0;-0.1;0.61;0.22;0;0.52;0;4.61;113.8;13.956;0.317;5.91;0
6/29/2024;17:56:34;0;greeenland;0.6;5.79;-0.1;0.311;0.97;0.77;-0.1;98;99.3;10.1;0.443;0;-0.1;0.61;0.22;0;0.58;0;4.6;114.3;13.986;0.312;5.91;0
6/29/2024;17:56:36;0;greeenland;0.61;5.82;-0.1;0.311;0.99;0.77;-0.1;98;99.3;10.1;0.442;0;-0.1;0.64;0.25;0;0.61;0;4.6;114.8;14.017;0.311;5.91;0
6/29/2024;17:56:38;0;greeenland;0.6;5.8;-0.1;0.311;0.97;0.77;-0.1;98;99.3;10.1;0.442;0;-0.1;0.64;0.25;0;0.58;0;4.59;115.2;14.022;0.31;5.91;0
6/29/2024;17:56:40;0;greeenland;0.62;5.86;-0.1;0.311;1;0.78;-0.1;98.1;99.4;10.1;0.442;0;-0.1;0.63;0.24;0;0.61;0;4.58;115.5;14.024;0.313;5.91;0
6/29/2024;17:56:42;0;greeenland;0.62;5.87;-0.1;0.312;0.97;0.77;-0.1;98.1;99.5;10.11;0.443;0;-0.1;0.63;0.24;0;0.62;0;4.58;115.8;14.026;0.316;5.91;0
6/29/2024;17:56:44;0;greeenland;0.62;5.86;-0.1;0.311;0.97;0.77;-0.1;98.2;99.5;10.11;0.443;0;-0.1;0.64;0.25;0;0.63;0;4.57;116.4;14.025;0.311;5.91;0
6/29/2024;17:56:46;0;greeenland;0.6;5.78;-0.1;0.311;0.95;0.76;-0.1;98.3;99.6;10.13;0.443;0;-0.1;0.63;0.24;0;0.64;0;4.56;117.1;14.027;0.315;5.91;0
6/29/2024;17:56:48;0;greeenland;0.59;5.75;-0.1;0.311;0.93;0.75;-0.1;98.4;99.7;10.13;0.442;0;-0.1;0.63;0.24;0;0.65;0;4.54;117.9;14.046;0.308;5.91;0
6/29/2024;17:56:50;0;greeenland;0.59;5.77;-0.1;0.311;0.92;0.75;-0.1;98.5;99.8;10.14;0.442;0;-0.1;0.63;0.24;0;0.61;0;4.53;118.5;14.065;0.314;5.91;0
6/29/2024;17:56:52;0;greeenland;0.59;5.76;-0.1;0.311;0.92;0.75;-0.1;98.6;100;10.15;0.442;0;-0.1;0.64;0.25;0;0.64;0;4.52;119.1;14.106;0.312;5.91;0
6/29/2024;17:56:54;0;greeenland;0.6;5.78;-0.1;0.311;0.93;0.75;-0.1;98.7;100;10.15;0.442;0;-0.1;0.63;0.25;0;0.69;0;4.51;119.6;14.142;0.316;5.91;0
6/29/2024;17:56:56;0;greeenland;0.58;5.72;-0.1;0.311;0.92;0.75;-0.1;98.8;100.1;10.15;0.443;0;-0.1;0.64;0.25;0;0.68;0;4.51;120.1;14.153;0.312;5.91;0
6/29/2024;17:56:58;0;greeenland;0.58;5.72;-0.1;0.311;0.93;0.75;-0.1;98.8;100.1;10.15;0.442;0;-0.1;0.64;0.26;0;0.71;0;4.5;120.6;14.155;0.311;5.91;0
6/29/2024;17:57:00;0;greeenland;0.59;5.78;-0.1;0.311;0.89;0.74;-0.1;98.8;100.1;10.15;0.442;0;-0.1;0.63;0.24;0;0.64;0;4.49;121.2;14.142;0.312;5.91;0
6/29/2024;17:57:02;0;greeenland;0.58;5.74;-0.1;0.311;0.9;0.75;-0.1;98.8;100.1;10.15;0.442;0;-0.1;0.64;0.25;0;0.62;0;4.47;121.8;14.133;0.313;5.9;0
6/29/2024;17:57:04;0;greeenland;0.58;5.73;-0.1;0.311;0.9;0.75;-0.1;98.8;100.1;10.15;0.443;0;-0.1;0.65;0.26;0;0.65;0;4.46;122.4;14.127;0.31;5.9;0
6/29/2024;17:57:06;0;greeenland;0.57;5.71;-0.1;0.311;0.91;0.75;-0.1;98.8;100.1;10.16;0.443;0;-0.1;0.66;0.27;0;0.62;0;4.45;122.9;14.112;0.314;5.9;0
6/29/2024;17:57:08;0;greeenland;0.57;5.71;-0.1;0.312;0.9;0.75;-0.1;98.9;100.2;10.17;0.443;0;-0.1;0.67;0.28;0;0.61;0;4.44;123.5;14.113;0.319;5.9;0
6/29/2024;17:57:10;0;greeenland;0.59;5.76;-0.1;0.311;0.91;0.75;-0.1;98.9;100.3;10.17;0.443;0;-0.1;0.67;0.28;0;0.59;0;4.43;124.1;14.121;0.307;5.9;0
6/29/2024;17:57:12;0;greeenland;0.59;5.77;-0.1;0.312;0.91;0.75;-0.1;99.1;100.4;10.18;0.443;0;-0.1;0.66;0.27;0;0.56;0;4.43;124.6;14.146;0.318;5.9;0
6/29/2024;17:57:14;0;greeenland;0.56;5.68;-0.1;0.311;0.88;0.74;-0.1;99.2;100.5;10.18;0.443;0;-0.1;0.65;0.26;0;0.61;0;4.42;125;14.193;0.309;5.9;0
6/29/2024;17:57:16;0;greeenland;0.58;5.74;-0.1;0.312;0.88;0.74;-0.1;99.2;100.5;10.18;0.443;0;-0.1;0.63;0.24;0;0.62;0;4.41;125.4;14.209;0.318;5.9;0
6/29/2024;17:57:18;0;greeenland;0.56;5.67;-0.1;0.312;0.86;0.73;-0.1;99.3;100.6;10.18;0.443;0;-0.1;0.63;0.24;0;0.61;0;4.32;130.5;14.232;0.313;5.9;0
6/29/2024;17:57:20;0;greeenland;0.55;5.65;-0.1;0.312;0.85;0.73;-0.1;99.3;100.6;10.18;0.443;0;-0.1;0.62;0.23;0;0.64;0;4.33;130.1;14.254;0.311;5.9;0
6/29/2024;17:57:22;0;greeenland;0.53;5.58;-0.1;0.312;0.87;0.74;-0.1;99.4;100.7;10.18;0.443;0;-0.1;0.61;0.22;0;0.65;0;4.34;129.6;14.291;0.312;5.9;0
6/29/2024;17:57:24;0;greeenland;0.52;5.54;-0.1;0.312;0.85;0.73;-0.1;99.4;100.7;10.18;0.443;0;-0.1;0.59;0.21;0;0.66;0;4.34;129.4;14.311;0.311;5.9;0
6/29/2024;17:57:26;0;greeenland;0.53;5.58;-0.1;0.312;0.83;0.72;-0.1;99.3;100.7;10.17;0.443;0;-0.1;0.58;0.19;0;0.65;0;4.34;129.4;14.328;0.318;5.9;0
6/29/2024;17:57:28;0;greeenland;0.54;5.62;-0.1;0.312;0.85;0.73;-0.1;99.4;100.7;10.17;0.443;0;-0.1;0.58;0.19;0;0.62;0;4.34;129.4;14.347;0.311;5.9;0
6/29/2024;17:57:30;0;greeenland;0.56;5.68;-0.1;0.312;0.87;0.73;-0.1;99.5;100.8;10.17;0.443;0;-0.1;0.58;0.19;0;0.64;0;4.34;129.4;14.38;0.317;5.9;0
6/29/2024;17:57:32;0;greeenland;0.56;5.67;-0.1;0.312;0.88;0.74;-0.1;99.6;100.9;10.18;0.443;0;-0.1;0.57;0.18;0;0.64;0;4.34;129.4;14.41;0.308;5.9;0
6/29/2024;17:57:34;0;greeenland;0.58;5.73;-0.1;0.312;0.89;0.74;-0.1;99.7;101;10.18;0.443;0;-0.1;0.56;0.18;0;0.68;0;4.34;129.4;14.454;0.318;5.9;0
6/29/2024;17:57:36;0;greeenland;0.59;5.77;-0.1;0.312;0.91;0.75;-0.1;99.8;101.1;10.18;0.443;0;-0.1;0.56;0.17;0;0.68;0;4.34;129.5;14.487;0.312;5.9;0
6/29/2024;17:57:38;0;greeenland;0.6;5.8;-0.1;0.312;0.91;0.75;-0.1;99.8;101.2;10.18;0.444;0;-0.1;0.57;0.18;0;0.68;0;4.34;129.5;14.537;0.319;5.9;0
6/29/2024;17:57:40;0;greeenland;0.58;5.75;-0.1;0.312;0.9;0.74;-0.1;99.9;101.2;10.17;0.443;0;-0.1;0.58;0.19;0;0.67;0;4.34;129.6;14.549;0.307;5.9;0
6/29/2024;17:57:42;0;greeenland;0.6;5.78;-0.1;0.312;0.89;0.74;-0.1;99.9;101.2;10.17;0.444;0;-0.1;0.58;0.19;0;0.7;0;4.34;129.6;14.549;0.312;5.9;0
6/29/2024;17:57:44;0;greeenland;0.61;5.83;-0.1;0.312;0.92;0.75;-0.1;99.8;101.2;10.17;0.443;0;-0.1;0.6;0.21;0;0.64;0;4.34;129.7;14.534;0.309;5.9;0
6/29/2024;17:57:46;0;greeenland;0.64;5.91;-0.1;0.312;0.92;0.75;-0.1;99.8;101.1;10.17;0.444;0;-0.1;0.62;0.23;0;0.6;0;4.34;129.7;14.507;0.316;5.9;0
6/29/2024;17:57:48;0;greeenland;0.63;5.88;-0.1;0.312;0.94;0.76;-0.1;99.7;101;10.17;0.444;0;-0.1;0.62;0.23;0;0.57;0;4.34;129.8;14.461;0.312;5.9;0
6/29/2024;17:57:50;0;greeenland;0.62;5.85;-0.1;0.312;0.9;0.74;-0.1;99.7;101;10.17;0.444;0;-0.1;0.64;0.25;0;0.56;0;4.33;129.9;14.417;0.311;5.9;0
6/29/2024;17:57:52;0;greeenland;0.63;5.88;-0.1;0.313;0.89;0.74;-0.1;99.7;101;10.19;0.444;0;-0.1;0.64;0.25;0;0.57;0;4.33;130.1;14.383;0.317;5.9;0
6/29/2024;17:57:54;0;greeenland;0.61;5.83;-0.1;0.312;0.89;0.74;-0.1;99.8;101.1;10.2;0.444;0;-0.1;0.65;0.27;0;0.57;0;4.33;130.2;14.379;0.312;5.9;0
6/29/2024;17:57:56;0;greeenland;0.63;5.88;-0.1;0.312;0.9;0.75;-0.1;99.9;101.2;10.21;0.444;0;-0.1;0.66;0.27;0;0.56;0;4.33;130.4;14.391;0.317;5.9;0
6/29/2024;17:57:58;0;greeenland;0.6;5.8;-0.1;0.312;0.94;0.76;-0.1;100;101.3;10.21;0.444;0;-0.1;0.66;0.27;0;0.6;0;4.32;130.5;14.404;0.311;5.9;0
6/29/2024;17:58:00;0;greeenland;0.6;5.8;-0.1;0.312;0.96;0.76;-0.1;100;101.4;10.22;0.444;0;-0.1;0.66;0.27;0;0.64;0;4.32;130.7;14.417;0.311;5.9;0
6/29/2024;17:58:02;0;greeenland;0.6;5.8;-0.1;0.313;0.97;0.77;-0.1;100.1;101.5;10.22;0.444;0;-0.1;0.66;0.27;0;0.62;0;4.32;130.9;14.442;0.313;5.9;0
6/29/2024;17:58:04;0;greeenland;0.6;5.8;-0.1;0.313;1;0.78;-0.1;100.2;101.5;10.22;0.444;0;-0.1;0.64;0.25;0;0.58;0;4.32;131;14.477;0.313;5.9;0
6/29/2024;17:58:06;0;greeenland;0.59;5.78;-0.1;0.313;1.03;0.79;-0.1;100.3;101.6;10.22;0.444;0;-0.1;0.64;0.25;0;0.58;0;4.31;131.1;14.516;0.313;5.9;0
6/29/2024;17:58:08;0;greeenland;0.59;5.78;-0.1;0.313;1.04;0.79;-0.1;100.3;101.6;10.22;0.444;0;-0.1;0.64;0.25;0;0.59;0;4.31;131.3;14.557;0.314;5.9;0
6/29/2024;17:58:10;0;greeenland;0.62;5.84;-0.1;0.313;1.06;0.8;-0.1;100.3;101.7;10.21;0.444;0;-0.1;0.62;0.23;0;0.57;0;4.31;131.7;14.589;0.311;5.9;0
6/29/2024;17:58:12;0;greeenland;0.61;5.82;-0.1;0.313;1.07;0.8;-0.1;100.4;101.7;10.21;0.444;0;-0.1;0.62;0.23;0;0.62;0;4.3;132.1;14.635;0.315;5.89;0
6/29/2024;17:58:14;0;greeenland;0.61;5.84;-0.1;0.313;1.05;0.79;-0.1;100.4;101.8;10.2;0.444;0;-0.1;0.66;0.27;0;0.61;0;4.29;132.6;14.671;0.312;5.89;0
6/29/2024;17:58:16;0;greeenland;0.62;5.87;-0.1;0.313;1.02;0.78;-0.1;100.4;101.8;10.2;0.444;0;-0.1;0.65;0.27;0;0.62;0;4.28;133;14.692;0.315;5.89;0
6/29/2024;17:58:18;0;greeenland;0.6;5.81;-0.1;0.313;1.02;0.78;-0.1;100.4;101.8;10.19;0.444;0;-0.1;0.64;0.25;0;0.68;0;4.28;133.4;14.707;0.312;5.89;0
6/29/2024;17:58:20;0;greeenland;0.6;5.79;-0.1;0.312;1.03;0.79;-0.1;100.4;101.8;10.19;0.444;0;-0.1;0.65;0.26;0;0.64;0;4.27;133.6;14.728;0.308;5.89;0
6/29/2024;17:58:22;0;greeenland;0.59;5.76;-0.1;0.313;1;0.78;-0.1;100.4;101.8;10.19;0.444;0;-0.1;0.67;0.28;0;0.63;0;4.27;133.9;14.751;0.317;5.89;0
6/29/2024;17:58:24;0;greeenland;0.58;5.73;-0.1;0.312;0.98;0.77;-0.1;100.5;101.8;10.18;0.444;0;-0.1;0.67;0.28;0;0.63;0;4.27;134;14.761;0.311;5.89;0
6/29/2024;17:58:26;0;greeenland;0.56;5.68;-0.1;0.312;0.97;0.77;-0.1;100.5;101.8;10.19;0.444;0;-0.1;0.68;0.29;0;0.54;0;4.26;134.3;14.782;0.312;5.89;0
6/29/2024;17:58:28;0;greeenland;0.57;5.71;-0.1;0.312;0.98;0.77;-0.1;100.6;101.9;10.19;0.444;0;-0.1;0.68;0.29;0;0.48;0;4.26;134.5;14.815;0.313;5.89;0
6/29/2024;17:58:30;0;greeenland;0.56;5.68;-0.1;0.312;1.01;0.78;-0.1;100.7;102;10.19;0.443;0;-0.1;0.67;0.28;0;0.49;0;4.26;134.6;14.847;0.312;5.89;0
6/29/2024;17:58:32;0;greeenland;0.58;5.74;-0.1;0.312;1.01;0.78;-0.1;100.7;102.1;10.19;0.444;0;-0.1;0.64;0.25;0;0.51;0;4.26;134.7;14.87;0.314;5.89;0
6/29/2024;17:58:34;0;greeenland;0.59;5.77;-0.1;0.312;1.01;0.78;-0.1;100.8;102.1;10.19;0.444;0;-0.1;0.62;0.23;0;0.53;0;4.26;134.6;14.888;0.311;5.89;0
6/29/2024;17:58:36;0;greeenland;0.6;5.79;-0.1;0.312;1;0.78;-0.1;100.9;102.2;10.19;0.444;0;-0.1;0.61;0.22;0;0.56;0;4.26;134.5;14.926;0.313;5.89;0
6/29/2024;17:58:38;0;greeenland;0.61;5.82;-0.1;0.312;1.01;0.78;-0.1;100.9;102.3;10.19;0.444;0;-0.1;0.6;0.21;0;0.59;0;4.26;134.4;14.983;0.308;5.89;0
6/29/2024;17:58:40;0;greeenland;0.58;5.74;-0.1;0.312;0.99;0.77;-0.1;100.9;102.3;10.18;0.443;0;-0.1;0.58;0.19;0;0.58;0;4.26;134.4;15.029;0.316;5.89;0
6/29/2024;17:58:42;0;greeenland;0.58;5.72;-0.1;0.312;1;0.78;-0.1;100.9;102.3;10.17;0.443;0;-0.1;0.57;0.18;0;0.71;0;4.26;134.4;15.077;0.31;5.89;0
6/29/2024;17:58:44;0;greeenland;0.56;5.68;-0.1;0.312;1;0.78;-0.1;101;102.3;10.16;0.444;0;-0.1;0.58;0.19;0;0.72;0;4.26;134.5;15.141;0.318;5.89;0
6/29/2024;17:58:46;0;greeenland;0.55;5.64;-0.1;0.312;0.97;0.77;-0.1;101;102.3;10.15;0.444;0;-0.1;0.59;0.2;0;0.7;0;4.26;134.5;15.199;0.312;5.89;0
6/29/2024;17:58:48;0;greeenland;0.55;5.64;-0.1;0.313;0.96;0.77;-0.1;100.9;102.2;10.13;0.444;0;-0.1;0.59;0.21;0;0.65;0;4.26;134.5;15.24;0.32;5.89;0
6/29/2024;17:58:50;0;greeenland;0.56;5.66;-0.1;0.312;0.93;0.75;-0.1;100.8;102.2;10.11;0.444;0;-0.1;0.6;0.22;0;0.6;0;4.26;134.5;15.265;0.31;5.89;0
6/29/2024;17:58:52;0;greeenland;0.57;5.71;-0.1;0.312;0.94;0.76;-0.1;100.8;102.2;10.11;0.444;0;-0.1;0.62;0.23;0;0.48;0;4.26;134.5;15.3;0.313;5.89;0
6/29/2024;17:58:54;0;greeenland;0.56;5.67;-0.1;0.312;0.98;0.77;-0.1;100.9;102.2;10.1;0.444;0;-0.1;0.63;0.24;0;0.52;0;4.26;134.5;15.345;0.311;5.89;0
6/29/2024;17:58:56;0;greeenland;0.58;5.74;0;0.312;0.99;0.77;-0.1;100.8;102.2;10.09;0.444;0;-0.1;0.63;0.24;0;0.43;0;4.26;134.5;15.37;0.314;5.89;0
6/29/2024;17:58:58;0;greeenland;0.58;5.73;0;0.312;0.98;0.77;-0.1;100.8;102.2;10.09;0.444;0;-0.1;0.61;0.22;0;0.44;0;4.26;134.5;15.396;0.311;5.89;0
6/29/2024;17:59:00;0;greeenland;0.58;5.72;0;0.312;0.98;0.77;-0.1;100.9;102.2;10.08;0.444;0;-0.1;0.61;0.22;0;0.45;0;4.26;134.5;15.414;0.314;5.89;0
6/29/2024;17:59:02;0;greeenland;0.57;5.7;0;0.313;0.97;0.77;-0.1;100.9;102.3;10.08;0.444;0;-0.1;0.61;0.22;0;0.41;0;4.26;134.5;15.446;0.318;5.89;0
6/29/2024;17:59:04;0;greeenland;0.56;5.67;0;0.313;0.98;0.77;-0.1;100.9;102.3;10.08;0.444;0;-0.1;0.59;0.2;0;0.5;0;4.26;134.5;15.477;0.31;5.89;0
6/29/2024;17:59:06;0;greeenland;0.55;5.64;0;0.312;0.98;0.77;-0.1;100.9;102.3;10.07;0.444;0;-0.1;0.56;0.18;0;0.58;0;4.26;134.5;15.492;0.316;5.89;0
6/29/2024;17:59:08;0;greeenland;0.55;5.64;0;0.313;0.98;0.77;-0.1;101;102.3;10.07;0.444;0;-0.1;0.55;0.16;0;0.64;0;4.26;134.6;15.505;0.313;5.89;0
6/29/2024;17:59:10;0;greeenland;0.52;5.53;0;0.312;0.99;0.78;-0.1;101;102.3;10.07;0.444;0;-0.1;0.54;0.16;0;0.62;0;4.26;134.6;15.513;0.311;5.89;0
