Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24
7/2/2024;13:55:09;0;greeenland;0.05;0;-0.115;7.16;1.46;0;100.7;102;11.91;-0.164;0;0;0.94;0;6.34;23.6;8.033;-0.115;5.67;0
7/2/2024;13:55:11;0;greeenland;0.05;0;-0.115;7.12;1.45;0;100.7;102.1;11.92;-0.164;0;0;0.92;0;6.34;23.7;8.032;-0.117;5.67;0
7/2/2024;13:55:13;0;greeenland;0.04;0;-0.115;7.13;1.45;0;100.8;102.1;11.93;-0.163;0;0;0.93;0;6.34;23.7;8.034;-0.109;5.7;0
7/2/2024;13:55:15;0;greeenland;0.04;0;-0.115;7.11;1.44;0;100.8;102.2;11.93;-0.164;0;0;0.93;0;6.34;23.6;8.035;-0.117;5.7;0
7/2/2024;13:55:17;0;greeenland;0.03;0;-0.115;7.1;1.44;0;100.9;102.2;11.94;-0.164;0;0;0.9;0;6.35;23.5;8.028;-0.112;5.7;0
7/2/2024;13:55:19;0;greeenland;0.02;0;-0.115;7.1;1.44;0;100.9;102.2;11.94;-0.164;0;0;0.85;0;6.35;23.5;8.017;-0.114;5.7;0
7/2/2024;13:55:21;0;greeenland;-0.02;0;-0.115;7.08;1.43;0;100.9;102.2;11.95;-0.164;0;0;0.82;0;6.35;23.4;8.006;-0.11;5.7;0
7/2/2024;13:55:23;0;greeenland;-0.03;0;-0.115;7.04;1.42;0;100.9;102.2;11.95;-0.164;0;0;0.83;0;6.35;23.4;8.002;-0.114;5.71;0
7/2/2024;13:55:25;0;greeenland;-0.01;0;-0.114;7.04;1.42;0;100.9;102.3;11.95;-0.163;0;0;0.85;0;6.35;23.2;7.99;-0.108;5.71;0
7/2/2024;13:55:27;0;greeenland;-0.03;0;-0.115;7.05;1.42;0;100.9;102.3;11.96;-0.163;0;0;0.84;0;6.35;23.1;7.978;-0.119;5.71;0
7/2/2024;13:55:29;0;greeenland;-0.04;0;-0.115;7.04;1.42;0;101;102.3;11.97;-0.163;0;0;0.85;0;6.36;22.8;7.971;-0.114;5.71;0
7/2/2024;13:55:31;0;greeenland;-0.03;0;-0.115;7.02;1.42;0;101;102.3;11.97;-0.163;0;0;0.82;0;5.85;51.3;7.969;-0.117;5.71;0
7/2/2024;13:55:33;0;greeenland;-0.03;0;-0.115;6.99;1.41;0;100.9;102.3;11.97;-0.163;0;0;0.81;0;5.87;49.7;7.968;-0.117;5.72;0
7/2/2024;13:55:35;0;greeenland;-0.05;0;-0.115;6.98;1.4;0;100.9;102.3;11.96;-0.164;0;0;0.81;0;6.6;9.2;7.959;-0.116;5.72;0
7/2/2024;13:55:37;0;greeenland;-0.06;0;-0.115;6.98;1.4;0;100.9;102.3;11.96;-0.164;0;0;0.84;0;6.5;15;7.955;-0.118;5.72;0
7/2/2024;13:55:39;0;greeenland;-0.03;0;-0.115;6.99;1.4;0;100.9;102.2;11.96;-0.164;0;0;0.88;0;6.46;17.1;7.952;-0.116;5.72;0
7/2/2024;13:55:41;0;greeenland;-0.06;0;-0.115;6.95;1.39;0;100.9;102.2;11.96;-0.164;0;0;0.85;0;6.56;11.3;7.964;-0.117;5.72;0
7/2/2024;13:55:43;0;greeenland;-0.05;0;-0.115;6.96;1.39;0;100.9;102.3;11.96;-0.164;0;0;0.82;0;6.52;13.8;7.987;-0.117;5.71;0
7/2/2024;13:55:45;0;greeenland;-0.04;0;-0.115;6.98;1.4;0;101;102.4;11.96;-0.164;0;0;0.8;0;6.66;6.2;8.018;-0.116;5.71;0
7/2/2024;13:55:47;0;greeenland;-0.03;0;-0.115;6.97;1.4;0;101.1;102.5;11.96;-0.164;0;0;0.76;0;6.55;12.3;8.07;-0.115;5.71;0
7/2/2024;13:55:49;0;greeenland;-0.03;0;-0.115;6.98;1.4;0;101.3;102.6;11.97;-0.164;0;0;0.74;0;6.68;5;8.126;-0.115;5.71;0
7/2/2024;13:55:51;0;greeenland;-0.07;0;-0.115;7.01;1.41;0;101.4;102.8;11.97;-0.164;0;0;0.71;0;6.67;5.4;8.202;-0.113;5.71;0
7/2/2024;13:55:53;0;greeenland;-0.09;0;-0.115;7.01;1.41;0;101.5;102.9;11.96;-0.164;0;0;0.67;0;6.67;5.7;8.28;-0.113;5.68;0
7/2/2024;13:55:55;0;greeenland;-0.12;0;-0.115;7.01;1.41;0;101.6;102.9;11.94;-0.164;0;0;0.61;0;6.66;6;8.338;-0.113;5.68;0
7/2/2024;13:55:57;0;greeenland;-0.11;0;-0.115;7.01;1.41;0;101.6;102.9;11.92;-0.163;0;0;0.53;0;6.65;6.4;8.4;-0.112;5.68;0
7/2/2024;13:55:59;0;greeenland;-0.13;0;-0.115;7;1.41;0;101.6;102.9;11.9;-0.164;0;0;0.48;0;6.65;6.5;8.445;-0.114;5.68;0
7/2/2024;13:56:01;0;greeenland;-0.09;0;-0.115;7.01;1.41;0;101.5;102.9;11.89;-0.163;0;0;0.43;0;6.65;6.6;8.491;-0.115;5.68;0
7/2/2024;13:56:03;0;greeenland;-0.1;0;-0.115;7;1.41;0;101.4;102.8;11.87;-0.164;0;0;0.34;0;6.65;6.8;8.525;-0.11;5.68;0
7/2/2024;13:56:05;0;greeenland;-0.07;0;-0.115;6.99;1.4;0;101.4;102.7;11.85;-0.163;0;0;0.31;0;6.64;6.9;8.552;-0.115;5.68;0
7/2/2024;13:56:07;0;greeenland;-0.04;0;-0.115;7;1.41;0;101.3;102.7;11.84;-0.163;0;0;0.29;0;6.64;7;8.572;-0.109;5.68;0
7/2/2024;13:56:09;0;greeenland;-0.01;0;-0.115;7;1.41;0;101.3;102.6;11.83;-0.163;0;0;0.21;0;6.64;7.2;8.609;-0.115;5.68;0
7/2/2024;13:56:11;0;greeenland;0.05;0;-0.114;6.99;1.41;0;101.3;102.7;11.81;-0.163;0;0;0.18;0;6.64;7.3;8.657;-0.108;5.68;0
7/2/2024;13:56:13;0;greeenland;0.11;0;-0.114;6.99;1.4;0;101.3;102.7;11.8;-0.162;0;0;0.17;0;6.64;7.2;8.704;-0.116;5.7;0
7/2/2024;13:56:15;0;greeenland;0.17;0;-0.114;6.97;1.4;0;101.3;102.7;11.79;-0.162;0;0;0.16;0;6.64;7.3;8.741;-0.113;5.7;0
7/2/2024;13:56:17;0;greeenland;0.21;0;-0.114;6.98;1.4;0;101.3;102.7;11.78;-0.162;0;0;0.16;0;6.64;7.2;8.765;-0.113;5.7;0
7/2/2024;13:56:19;0;greeenland;0.25;0;-0.114;6.96;1.39;0;101.3;102.7;11.78;-0.161;0;0;0.15;0;6.64;7.1;8.792;-0.112;5.7;0
7/2/2024;13:56:21;0;greeenland;0.27;0;-0.113;6.95;1.39;0;101.3;102.6;11.76;-0.161;0;0;0.17;0;6.64;7;8.822;-0.112;5.7;0
7/2/2024;13:56:23;0;greeenland;0.28;0;-0.113;6.95;1.39;0;101.2;102.6;11.75;-0.161;0;0;0.19;0;6.64;7;8.833;-0.113;5.71;0
7/2/2024;13:56:25;0;greeenland;0.3;0;-0.113;6.94;1.39;0;101.2;102.5;11.74;-0.161;0;0;0.22;0;6.64;6.9;8.844;-0.113;5.71;0
7/2/2024;13:56:27;0;greeenland;0.33;0;-0.113;6.92;1.38;0;101.1;102.5;11.73;-0.161;0;0;0.26;0;6.65;6.8;8.86;-0.113;5.71;0
7/2/2024;13:56:29;0;greeenland;0.34;0;-0.113;6.9;1.37;0;101.1;102.4;11.72;-0.161;0;0;0.3;0;6.65;6.6;8.876;-0.113;5.71;0
7/2/2024;13:56:31;0;greeenland;0.36;0;-0.113;6.88;1.37;0;101.1;102.4;11.71;-0.161;0;0;0.33;0;6.65;6.3;8.893;-0.108;5.71;0
7/2/2024;13:56:33;0;greeenland;0.36;0;-0.113;6.88;1.37;0;101;102.4;11.71;-0.161;0;0;0.34;0;6.66;6.1;8.91;-0.113;5.7;0
7/2/2024;13:56:35;0;greeenland;0.36;0;-0.113;6.9;1.37;0;101;102.3;11.7;-0.161;0;0;0.36;0;6.66;6.1;8.924;-0.113;5.7;0
7/2/2024;13:56:37;0;greeenland;0.36;0;-0.113;6.9;1.37;0;101;102.3;11.69;-0.161;0;0;0.38;0;6.66;6.2;8.936;-0.114;5.7;0
7/2/2024;13:56:39;0;greeenland;0.34;0;-0.113;6.91;1.38;0;100.9;102.3;11.69;-0.161;0;0;0.41;0;6.66;6.2;8.944;-0.114;5.7;0
7/2/2024;13:56:41;0;greeenland;0.35;0;-0.113;6.91;1.38;0;100.9;102.3;11.68;-0.161;0;0;0.44;0;6.66;6.3;8.955;-0.115;5.7;0
7/2/2024;13:56:43;0;greeenland;0.34;0;-0.113;6.91;1.38;0;100.9;102.3;11.68;-0.161;0;0;0.45;0;6.66;6.2;8.965;-0.112;5.72;0
7/2/2024;13:56:45;0;greeenland;0.38;0;-0.113;6.9;1.38;0;100.9;102.2;11.67;-0.161;0;0;0.47;0;6.66;6.2;8.975;-0.114;5.72;0
7/2/2024;13:56:47;0;greeenland;0.39;0;-0.113;6.91;1.38;0;100.8;102.2;11.66;-0.161;0;0;0.47;0;6.66;6.1;8.976;-0.111;5.72;0
7/2/2024;13:56:49;0;greeenland;0.37;0;-0.113;6.92;1.38;0;100.8;102.2;11.66;-0.161;0;0;0.46;0;6.66;6;8.969;-0.113;5.72;0
7/2/2024;13:56:51;0;greeenland;0.34;0;-0.113;6.92;1.38;0;100.8;102.1;11.66;-0.161;0;0;0.43;0;6.66;6;8.967;-0.116;5.72;0
7/2/2024;13:56:53;0;greeenland;0.3;0;-0.113;6.93;1.38;0;100.8;102.1;11.66;-0.161;0;0;0.42;0;6.66;6;8.965;-0.113;5.72;0
7/2/2024;13:56:55;0;greeenland;0.28;0;-0.113;6.93;1.38;0;100.8;102.1;11.66;-0.161;0;0;0.41;0;6.66;6;8.967;-0.115;5.72;0
7/2/2024;13:56:57;0;greeenland;0.25;0;-0.113;6.93;1.38;0;100.8;102.1;11.66;-0.161;0;0;0.4;0;6.66;5.9;8.971;-0.11;5.72;0
7/2/2024;13:56:59;0;greeenland;0.24;0;-0.113;6.94;1.39;0;100.7;102.1;11.66;-0.161;0;0;0.36;0;6.66;5.9;8.971;-0.113;5.72;0
7/2/2024;13:57:01;0;greeenland;0.22;0;-0.113;6.96;1.39;0;100.8;102.1;11.66;-0.16;0;0;0.33;0;6.66;5.8;8.978;-0.107;5.72;0
7/2/2024;13:57:03;0;greeenland;0.2;0;-0.113;6.98;1.4;0;100.8;102.1;11.66;-0.16;0;0;0.3;0;6.66;5.8;8.979;-0.115;5.73;0
7/2/2024;13:57:05;0;greeenland;0.18;0;-0.113;6.99;1.4;0;100.8;102.1;11.66;-0.16;0;0;0.26;0;6.66;5.8;8.977;-0.111;5.73;0
7/2/2024;13:57:07;0;greeenland;0.12;0;-0.113;6.99;1.41;0;100.7;102.1;11.65;-0.161;0;0;0.24;0;6.67;5.7;8.97;-0.117;5.73;0
7/2/2024;13:57:09;0;greeenland;0.06;0;-0.113;7;1.41;0;100.7;102.1;11.65;-0.16;0;0;0.25;0;6.67;5.6;8.958;-0.107;5.73;0
7/2/2024;13:57:11;0;greeenland;0.01;0;-0.113;7.01;1.41;0;100.7;102;11.65;-0.161;0;0;0.26;0;6.66;5.8;8.945;-0.116;5.73;0
7/2/2024;13:57:13;0;greeenland;-0.05;0;-0.113;7.01;1.41;0;100.6;102;11.65;-0.16;0;0;0.26;0;6.66;5.8;8.931;-0.107;5.73;0
7/2/2024;13:57:15;0;greeenland;-0.07;0;-0.113;7.02;1.41;0;100.6;102;11.65;-0.161;0;0;0.26;0;6.66;5.9;8.918;-0.114;5.73;0
7/2/2024;13:57:17;0;greeenland;-0.12;0;-0.113;7.02;1.41;0;100.6;102;11.66;-0.16;0;0;0.28;0;6.66;6;8.912;-0.112;5.73;0
7/2/2024;13:57:19;0;greeenland;-0.13;0;-0.113;7;1.41;0;100.6;102;11.66;-0.16;0;0;0.29;0;6.66;6.1;8.909;-0.112;5.73;0
7/2/2024;13:57:21;0;greeenland;-0.13;0;-0.113;6.97;1.4;0;100.6;102;11.66;-0.16;0;0;0.33;0;6.66;6.2;8.905;-0.111;5.73;0
7/2/2024;13:57:23;0;greeenland;-0.12;0;-0.113;6.97;1.4;0;100.6;102;11.66;-0.16;0;0;0.38;0;6.66;6.3;8.9;-0.115;5.74;0
7/2/2024;13:57:25;0;greeenland;-0.13;0;-0.113;6.98;1.4;0;100.7;102;11.67;-0.16;0;0;0.42;0;6.65;6.4;8.909;-0.113;5.74;0
7/2/2024;13:57:27;0;greeenland;-0.11;0;-0.113;6.98;1.4;0;100.8;102.1;11.67;-0.16;0;0;0.43;0;6.65;6.5;8.927;-0.113;5.74;0
7/2/2024;13:57:29;0;greeenland;-0.09;0;-0.113;6.99;1.4;0;100.8;102.1;11.67;-0.16;0;0;0.44;0;6.65;6.8;8.949;-0.112;5.74;0
7/2/2024;13:57:31;0;greeenland;-0.08;0;-0.113;6.97;1.4;0;100.8;102.2;11.67;-0.16;0;0;0.44;0;6.64;7;8.973;-0.113;5.74;0
7/2/2024;13:57:33;0;greeenland;-0.1;0;-0.112;6.96;1.4;0;100.9;102.2;11.67;-0.16;0;0;0.4;0;6.64;7.1;9.003;-0.11;5.74;0
7/2/2024;13:57:35;0;greeenland;-0.11;0;-0.113;6.97;1.4;0;100.9;102.3;11.66;-0.16;0;0;0.37;0;6.64;7.1;9.044;-0.114;5.74;0
7/2/2024;13:57:37;0;greeenland;-0.12;0;-0.113;6.97;1.4;0;100.9;102.3;11.65;-0.16;0;0;0.34;0;6.64;7.2;9.086;-0.107;5.74;0
7/2/2024;13:57:39;0;greeenland;-0.14;0;-0.113;6.98;1.4;0;100.9;102.3;11.64;-0.16;0;0;0.28;0;6.64;7.2;9.111;-0.113;5.74;0
7/2/2024;13:57:41;0;greeenland;-0.15;0;-0.112;6.99;1.4;0;100.9;102.2;11.63;-0.16;0;0;0.24;0;6.64;7.2;9.117;-0.115;5.74;0
7/2/2024;13:57:43;0;greeenland;-0.16;0;-0.112;6.99;1.41;0;100.8;102.2;11.62;-0.16;0;0;0.22;0;6.64;7.3;9.115;-0.112;5.74;0
7/2/2024;13:57:45;0;greeenland;-0.14;0;-0.112;6.98;1.4;0;100.8;102.1;11.62;-0.16;0;0;0.25;0;6.63;7.5;9.099;-0.106;5.74;0
7/2/2024;13:57:47;0;greeenland;-0.12;0;-0.112;6.97;1.4;0;100.7;102;11.61;-0.16;0;0;0.27;0;6.63;7.9;9.066;-0.112;5.74;0
7/2/2024;13:57:49;0;greeenland;-0.11;0;-0.112;6.97;1.4;0;100.6;101.9;11.62;-0.16;0;0;0.32;0;6.62;8.3;9.024;-0.116;5.74;0
7/2/2024;13:57:51;0;greeenland;-0.09;0;-0.112;6.98;1.4;0;100.6;101.9;11.63;-0.16;0;0;0.37;0;6.45;17.9;8.978;-0.107;5.74;0
7/2/2024;13:57:53;0;greeenland;-0.06;0;-0.112;6.96;1.4;0;100.6;101.9;11.64;-0.16;0;0;0.44;0;6.44;18.5;8.948;-0.112;5.74;0
7/2/2024;13:57:55;0;greeenland;-0.04;0;-0.113;6.96;1.39;0;100.6;101.9;11.65;-0.16;0;0;0.5;0;6.44;18.5;8.933;-0.112;5.74;0
7/2/2024;13:57:57;0;greeenland;-0.03;0;-0.113;6.96;1.39;0;100.7;102;11.66;-0.16;0;0;0.55;0;6.56;11.3;8.928;-0.113;5.74;0
7/2/2024;13:57:59;0;greeenland;-0.03;0;-0.113;6.95;1.39;0;100.7;102.1;11.66;-0.16;0;0;0.6;0;6.6;9.5;8.943;-0.113;5.74;0
7/2/2024;13:58:01;0;greeenland;-0.03;0;-0.113;6.95;1.39;0;100.8;102.2;11.67;-0.16;0;0;0.62;0;6.54;12.8;8.964;-0.113;5.74;0
7/2/2024;13:58:03;0;greeenland;-0.06;0;-0.113;6.94;1.39;0;100.9;102.2;11.67;-0.16;0;0;0.63;0;6.44;18.2;8.985;-0.112;5.74;0
7/2/2024;13:58:05;0;greeenland;-0.06;0;-0.113;6.95;1.39;0;100.9;102.3;11.67;-0.16;0;0;0.64;0;6.43;19;9.009;-0.112;5.74;0
7/2/2024;13:58:07;0;greeenland;-0.06;0;-0.113;6.96;1.39;0;101;102.3;11.67;-0.16;0;0;0.65;0;6.43;18.7;9.027;-0.112;5.74;0
7/2/2024;13:58:09;0;greeenland;-0.06;0;-0.113;6.95;1.39;0;101;102.3;11.66;-0.16;0;0;0.63;0;6.43;18.8;9.041;-0.113;5.74;0
7/2/2024;13:58:11;0;greeenland;-0.07;0;-0.113;6.96;1.39;0;101;102.3;11.66;-0.16;0;0;0.62;0;6.43;18.7;9.049;-0.113;5.74;0
7/2/2024;13:58:13;0;greeenland;-0.07;0;-0.113;6.97;1.4;0;100.9;102.3;11.66;-0.16;0;0;0.6;0;6.44;18.3;9.056;-0.115;5.74;0
7/2/2024;13:58:15;0;greeenland;-0.1;0;-0.113;6.95;1.39;0;100.9;102.3;11.65;-0.161;0;0;0.6;0;6.57;11;9.069;-0.113;5.74;0
7/2/2024;13:58:17;0;greeenland;-0.11;0;-0.113;6.96;1.39;0;100.9;102.3;11.65;-0.161;0;0;0.61;0;6.61;9;9.085;-0.113;5.74;0
7/2/2024;13:58:19;0;greeenland;-0.13;0;-0.113;6.95;1.39;0;101;102.3;11.65;-0.161;0;0;0.6;0;6.49;15.4;9.106;-0.114;5.74;0
7/2/2024;13:58:21;0;greeenland;-0.11;0;-0.113;6.94;1.39;0;101;102.3;11.64;-0.161;0;0;0.6;0;6.45;18;9.129;-0.115;5.74;0
7/2/2024;13:58:23;0;greeenland;-0.14;0;-0.113;6.94;1.39;0;101;102.3;11.63;-0.161;0;0;0.57;0;6.45;18;9.153;-0.107;5.74;0
7/2/2024;13:58:25;0;greeenland;-0.13;0;-0.113;6.94;1.39;0;101;102.3;11.63;-0.161;0;0;0.53;0;6.46;17.5;9.183;-0.115;5.74;0
7/2/2024;13:58:27;0;greeenland;-0.1;0;-0.113;6.94;1.39;0;101;102.3;11.62;-0.161;0;0;0.49;0;6.6;9.6;9.218;-0.109;5.74;0
7/2/2024;13:58:29;0;greeenland;-0.1;0;-0.113;6.94;1.39;0;101;102.3;11.61;-0.161;0;0;0.46;0;6.57;11.2;9.253;-0.115;5.74;0
7/2/2024;13:58:31;0;greeenland;-0.1;0;-0.113;6.94;1.39;0;101;102.3;11.6;-0.161;0;0;0.42;0;6.63;7.8;9.289;-0.107;5.74;0
7/2/2024;13:58:33;0;greeenland;-0.1;0;-0.113;6.93;1.38;0;101;102.3;11.59;-0.161;0;0;0.37;0;6.65;6.8;9.323;-0.116;5.74;0
7/2/2024;13:58:35;0;greeenland;-0.08;0;-0.113;6.94;1.39;0;101;102.3;11.58;-0.16;0;0;0.31;0;6.57;11.2;9.359;-0.107;5.74;0
7/2/2024;13:58:37;0;greeenland;-0.07;0;-0.113;6.94;1.39;0;101;102.3;11.57;-0.161;0;0;0.26;0;6.64;7.2;9.391;-0.116;5.74;0
7/2/2024;13:58:39;0;greeenland;-0.08;0;-0.113;6.93;1.38;0;101;102.3;11.56;-0.16;0;0;0.21;0;6.64;7.3;9.413;-0.111;5.74;0
7/2/2024;13:58:41;0;greeenland;-0.08;0;-0.113;6.94;1.39;0;101;102.3;11.55;-0.16;0;0;0.15;0;6.61;8.7;9.437;-0.111;5.74;0
7/2/2024;13:58:43;0;greeenland;-0.08;0;-0.113;6.93;1.38;0;100.9;102.3;11.54;-0.16;0;0;0.14;0;6.64;7.3;9.464;-0.112;5.74;0
7/2/2024;13:58:45;0;greeenland;-0.08;0;-0.113;6.93;1.39;0;100.9;102.3;11.54;-0.16;0;0;0.12;0;6.49;15.5;9.472;-0.111;5.74;0
7/2/2024;13:58:47;0;greeenland;-0.06;0;-0.113;6.92;1.38;0;100.9;102.2;11.53;-0.16;0;0;0.11;0;6.5;15.2;9.474;-0.112;5.74;0
7/2/2024;13:58:49;0;greeenland;-0.08;0;-0.113;6.93;1.38;0;100.8;102.2;11.52;-0.16;0;0;0.08;0;6.51;14.5;9.475;-0.113;5.74;0
7/2/2024;13:58:51;0;greeenland;-0.1;0;-0.113;6.91;1.38;0;100.8;102.1;11.52;-0.16;0;0;0.07;0;6.57;11;9.482;-0.113;5.74;0
7/2/2024;13:58:53;0;greeenland;-0.13;0;-0.113;6.91;1.38;0;100.8;102.1;11.51;-0.16;0;0;0.07;0;6.61;8.8;9.492;-0.112;5.73;0
7/2/2024;13:58:55;0;greeenland;-0.13;0;-0.113;6.91;1.38;0;100.7;102.1;11.51;-0.16;0;0;0.08;0;6.66;5.9;9.498;-0.112;5.73;0
7/2/2024;13:58:57;0;greeenland;-0.13;0;-0.113;6.91;1.38;0;100.8;102.1;11.51;-0.16;0;0;0.07;0;6.71;3.2;9.505;-0.113;5.73;0
7/2/2024;13:58:59;0;greeenland;-0.11;0;-0.113;6.91;1.38;0;100.8;102.2;11.51;-0.16;0;0;0.05;0;6.74;1.7;9.535;-0.112;5.73;0
7/2/2024;13:59:01;0;greeenland;-0.05;0;-0.113;6.9;1.38;0;100.9;102.2;11.51;-0.16;0;0;0.07;0;6.76;0.8;9.577;-0.113;5.73;0
7/2/2024;13:59:03;0;greeenland;0.02;0;-0.113;6.91;1.38;0;100.9;102.2;11.5;-0.16;0;0;0.05;0;6.77;0.2;9.611;-0.115;5.73;0
7/2/2024;13:59:05;0;greeenland;0.07;0;-0.113;6.91;1.38;0;100.9;102.2;11.49;-0.16;0;0;0.05;0;6.77;0.1;9.631;-0.112;5.73;0
7/2/2024;13:59:07;0;greeenland;0.11;0;-0.113;6.91;1.38;0;100.9;102.2;11.48;-0.16;0;0;0.07;0;6.76;0.5;9.64;-0.113;5.73;0
7/2/2024;13:59:09;0;greeenland;0.13;0;-0.113;6.91;1.38;0;100.8;102.2;11.48;-0.16;0;0;0.06;0;6.75;0.9;9.642;-0.108;5.73;0
7/2/2024;13:59:11;0;greeenland;0.14;0;-0.112;6.91;1.38;0;100.8;102.1;11.47;-0.16;0;0;0.05;0;6.75;1.2;9.641;-0.114;5.73;0
7/2/2024;13:59:13;0;greeenland;0.12;0;-0.113;6.9;1.38;0;100.8;102.1;11.47;-0.16;0;0;0.03;0;6.75;1.1;9.638;-0.111;5.73;0
7/2/2024;13:59:15;0;greeenland;0.11;0;-0.113;6.9;1.38;0;100.7;102.1;11.47;-0.16;0;0;0.04;0;6.75;0.9;9.636;-0.115;5.73;0
7/2/2024;13:59:17;0;greeenland;0.14;0;-0.113;6.9;1.38;0;100.8;102.1;11.47;-0.16;0;0;0.05;0;6.76;0.4;9.65;-0.107;5.73;0
7/2/2024;13:59:19;0;greeenland;0.13;0;-0.113;6.91;1.38;0;100.8;102.1;11.47;-0.16;0;0;0.06;0;6.77;0.1;9.671;-0.116;5.73;0
7/2/2024;13:59:21;0;greeenland;0.14;0;-0.113;6.91;1.38;0;100.8;102.2;11.47;-0.16;0;0;0.07;0;6.77;0.1;9.696;-0.108;5.73;0
7/2/2024;13:59:23;0;greeenland;0.16;0;-0.113;6.91;1.38;0;100.9;102.2;11.46;-0.16;0;0;0.09;0;6.77;0.2;9.725;-0.11;5.7;0
7/2/2024;13:59:25;0;greeenland;0.17;0;-0.113;6.9;1.38;0;100.9;102.2;11.46;-0.16;0;0;0.1;0;6.77;0.2;9.752;-0.112;5.7;0
7/2/2024;13:59:27;0;greeenland;0.16;0;-0.113;6.9;1.37;0;100.9;102.2;11.45;-0.16;0;0;0.11;0;6.77;0.1;9.77;-0.111;5.7;0
7/2/2024;13:59:29;0;greeenland;0.16;0;-0.112;6.89;1.37;0;100.9;102.2;11.45;-0.16;0;0;0.12;0;6.77;-0.2;9.78;-0.107;5.7;0
7/2/2024;13:59:31;0;greeenland;0.16;0;-0.113;6.89;1.37;0;100.9;102.2;11.44;-0.16;0;0;0.15;0;6.78;-0.6;9.786;-0.112;5.7;0
7/2/2024;13:59:33;0;greeenland;0.15;0;-0.113;6.91;1.38;0;100.8;102.2;11.44;-0.16;0;0;0.15;0;6.79;-1;9.793;-0.112;5.73;0
7/2/2024;13:59:35;0;greeenland;0.13;0;-0.112;6.9;1.37;0;100.8;102.2;11.44;-0.16;0;0;0.16;0;6.79;-1;9.797;-0.11;5.73;0
7/2/2024;13:59:37;0;greeenland;0.14;0;-0.112;6.9;1.37;0;100.8;102.1;11.43;-0.16;0;0;0.14;0;6.78;-0.8;9.798;-0.112;5.73;0
7/2/2024;13:59:39;0;greeenland;0.13;0;-0.112;6.9;1.37;0;100.8;102.1;11.43;-0.16;0;0;0.14;0;6.78;-0.6;9.805;-0.11;5.73;0
7/2/2024;13:59:41;0;greeenland;0.15;0;-0.112;6.89;1.37;0;100.8;102.2;11.43;-0.16;0;0;0.15;0;6.78;-0.6;9.823;-0.112;5.73;0
7/2/2024;13:59:43;0;greeenland;0.2;0;-0.112;6.87;1.36;0;100.8;102.2;11.43;-0.159;0;0;0.14;0;6.78;-0.6;9.856;-0.111;5.74;0
7/2/2024;13:59:45;0;greeenland;0.22;0;-0.112;6.86;1.36;0;100.9;102.2;11.42;-0.159;0;0;0.16;0;6.78;-0.6;9.893;-0.112;5.74;0
