Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24
6/26/2024;17:36:37;0;greeenland;0.01;0;-0.19;6.65;1.29;0;92.2;93.4;9.08;-0.27;0;0;1.24;0;6.14;36.3;16.105;-0.189;4.76;0
6/26/2024;17:36:39;0;greeenland;-0.01;0;-0.19;6.65;1.29;0;92.2;93.5;9.08;-0.27;0;0;1.25;0;6.12;37.3;16.125;-0.19;4.76;0
6/26/2024;17:36:41;0;greeenland;-0.03;0;-0.19;6.66;1.3;0;92.2;93.5;9.08;-0.27;0;0;1.25;0;5.63;65.6;16.143;-0.188;4.74;0
6/26/2024;17:36:43;0;greeenland;-0.02;0;-0.19;6.66;1.3;0;92.2;93.5;9.08;-0.27;0;0;1.26;0;5.72;60.7;16.158;-0.19;4.74;0
6/26/2024;17:36:45;0;greeenland;-0.02;0;-0.19;6.67;1.3;0;92.2;93.5;9.07;-0.27;0;0;1.23;0;5.53;71.3;16.169;-0.186;4.74;0
6/26/2024;17:36:47;0;greeenland;-0.01;0;-0.19;6.68;1.3;0;92.2;93.4;9.07;-0.27;0;0;1.23;0;4.75;115.7;16.176;-0.19;4.74;0
6/26/2024;17:36:49;0;greeenland;-0.01;0;-0.19;6.69;1.31;0;92.2;93.4;9.07;-0.27;0;0;1.23;0;4.28;142.8;16.178;-0.188;4.74;0
6/26/2024;17:36:51;0;greeenland;0;0;-0.19;6.69;1.3;0;92.2;93.4;9.06;-0.27;0;0;1.22;0;6.8;-1.7;16.163;-0.19;4.71;0
6/26/2024;17:36:53;0;greeenland;0.01;0;-0.19;6.69;1.31;0;92.1;93.4;9.07;-0.27;0;0;1.22;0;5.46;75.4;16.135;-0.189;4.71;0
6/26/2024;17:36:55;0;greeenland;-0.01;0;-0.19;6.7;1.31;0;92.1;93.4;9.07;-0.27;0;0;1.19;0;4.92;106.5;16.108;-0.19;4.71;0
6/26/2024;17:36:57;0;greeenland;-0.02;0;-0.19;6.7;1.31;0;92.1;93.4;9.08;-0.27;0;0;1.2;0;5.05;98.5;16.077;-0.192;4.71;0
6/26/2024;17:36:59;0;greeenland;-0.01;0;-0.19;6.69;1.31;0;92.2;93.4;9.09;-0.27;0;0;1.18;0;7.19;-23.7;16.036;-0.189;4.71;0
6/26/2024;17:37:01;0;greeenland;-0.01;0;-0.19;6.69;1.3;0;92.2;93.4;9.1;-0.27;0;0;1.19;0;7.05;-15.9;15.989;-0.192;4.72;0
6/26/2024;17:37:03;0;greeenland;0;0;-0.19;6.67;1.3;0;92.2;93.4;9.11;-0.27;0;0;1.21;0;6.75;1.4;15.931;-0.185;4.72;0
6/26/2024;17:37:05;0;greeenland;-0.01;0;-0.19;6.67;1.3;0;92.3;93.5;9.13;-0.27;0;0;1.22;0;6.82;-2.4;15.887;-0.192;4.72;0
6/26/2024;17:37:07;0;greeenland;0.01;0;-0.19;6.67;1.3;0;92.3;93.5;9.14;-0.27;0;0;1.24;0;6.91;-8;15.851;-0.186;4.72;0
6/26/2024;17:37:09;0;greeenland;0.02;0;-0.19;6.68;1.3;0;92.4;93.6;9.15;-0.27;0;0;1.24;0;7.1;-18.8;15.818;-0.193;4.72;0
6/26/2024;17:37:11;0;greeenland;0.02;0;-0.19;6.69;1.3;0;92.4;93.6;9.16;-0.269;0;0;1.26;0;7.12;-20;15.791;-0.184;4.72;0
6/26/2024;17:37:13;0;greeenland;0.02;0;-0.19;6.68;1.3;0;92.5;93.7;9.17;-0.27;0;0;1.28;0;7.24;-26.5;15.771;-0.188;4.72;0
6/26/2024;17:37:15;0;greeenland;0.01;0;-0.19;6.68;1.3;0;92.5;93.7;9.18;-0.269;0;0;1.31;0;6.94;-9.7;15.769;-0.188;4.72;0
6/26/2024;17:37:17;0;greeenland;-0.01;0;-0.19;6.69;1.3;0;92.5;93.8;9.18;-0.269;0;0;1.32;0;5.12;94.5;15.762;-0.189;4.72;0
6/26/2024;17:37:19;0;greeenland;0.02;0;-0.19;6.69;1.3;0;92.5;93.8;9.18;-0.269;0;0;1.33;0;5.5;72.9;15.741;-0.189;4.72;0
6/26/2024;17:37:21;0;greeenland;0.01;0;-0.189;6.7;1.31;0;92.6;93.8;9.19;-0.269;0;0;1.32;0;1.49;302.4;15.725;-0.188;4.68;0
6/26/2024;17:37:23;0;greeenland;-0.01;0;-0.19;6.7;1.31;0;92.6;93.8;9.2;-0.27;0;0;1.31;0;-1.78;489.5;15.7;-0.19;4.68;0
6/26/2024;17:37:25;0;greeenland;-0.03;0;-0.189;6.71;1.31;0;92.6;93.8;9.2;-0.269;0;0;1.31;0;0.17;377.9;15.667;-0.187;4.68;0
6/26/2024;17:37:27;0;greeenland;-0.03;0;-0.189;6.71;1.31;0;92.6;93.8;9.21;-0.269;0;0;1.29;0;-3.84;607.2;15.63;-0.188;4.68;0
6/26/2024;17:37:29;0;greeenland;-0.03;0;-0.189;6.04;1.09;0;92.6;93.9;9.22;-0.269;0;0;1.29;0;-3.84;607.2;15.599;-0.189;4.68;0
6/26/2024;17:37:31;0;greeenland;-0.01;0;-0.189;5.52;0.91;0;92.7;93.9;9.23;-0.269;0;0;1.31;0;2.11;266.9;15.562;-0.187;4.82;0
6/26/2024;17:37:33;0;greeenland;-0.02;0;-0.189;5.38;0.87;0;92.7;93.9;9.24;-0.269;0;0;1.32;0;-3.85;607.2;15.52;-0.19;4.82;0
6/26/2024;17:37:35;0;greeenland;0.02;0;-0.189;5.38;0.87;0;92.7;94;9.25;-0.269;0;0;1.28;0;11.47;-268.7;15.497;-0.191;4.82;0
6/26/2024;17:37:37;0;greeenland;0.04;0;-0.189;5.38;0.87;0;92.7;94;9.25;-0.269;0;0;1.22;0;-3.85;607.2;15.498;-0.19;4.82;0
6/26/2024;17:37:39;0;greeenland;-0.01;0;-0.189;5.31;0.84;0;92.8;94;9.26;-0.269;0;0;1.1;0;-3.85;607.2;15.5;-0.19;4.82;0
6/26/2024;17:37:41;0;greeenland;-0.01;0;-0.189;5.33;0.85;0;92.9;94.1;9.27;-0.269;0;0;1.1;0;-3.85;607.2;15.487;-0.193;4.59;0
6/26/2024;17:37:43;0;greeenland;-0.03;0;-0.189;5.34;0.85;0;93.1;94.4;9.29;-0.269;0;0;1.14;0;10.22;-196.8;15.489;-0.186;4.59;0
6/26/2024;17:37:45;0;greeenland;0;0;-0.189;5.34;0.85;0;93.3;94.6;9.31;-0.269;0;0;1.15;0;0.55;355.9;15.52;-0.192;4.59;0
6/26/2024;17:37:47;0;greeenland;-0.02;0;-0.19;5.35;0.86;0;93.6;94.8;9.33;-0.269;0;0;1.1;0;-3.85;607.2;15.544;-0.193;4.59;0
6/26/2024;17:37:49;0;greeenland;0.02;0;-0.19;6.5;1.24;0;93.8;95.1;9.35;-0.27;0;0;1.07;0;17.42;-608.7;15.542;-0.19;4.59;0
6/26/2024;17:37:51;0;greeenland;0;0;-0.19;6.69;1.3;0;94.1;95.3;9.38;-0.269;0;0;0.97;0;14.62;-448.5;15.52;-0.189;4.61;0
6/26/2024;17:37:53;0;greeenland;-0.02;0;-0.19;6.74;1.32;0;94.4;95.7;9.42;-0.27;0;0;0.85;0;17.42;-608.7;15.509;-0.191;4.61;0
6/26/2024;17:37:55;0;greeenland;-0.02;0;-0.19;5.74;0.99;0;94.7;96;9.45;-0.269;0;0;0.95;0;17.42;-608.7;15.491;-0.186;4.61;0
6/26/2024;17:37:57;0;greeenland;-0.01;0;-0.19;4.6;0.61;0;95.1;96.4;9.49;-0.269;0;0;1.09;0;17.42;-608.7;15.478;-0.189;4.61;0
6/26/2024;17:37:59;0;greeenland;-0.05;0;-0.19;4.3;0.51;0;95.5;96.7;9.53;-0.27;0;0;1.14;0;17.42;-608.7;15.447;-0.189;4.61;0
6/26/2024;17:38:01;0;greeenland;-0.05;0;-0.19;3.77;0.33;0;96;97.2;9.59;-0.27;0;0;1.03;0;17.42;-608.7;15.401;-0.191;4.49;0
6/26/2024;17:38:03;0;greeenland;-0.05;0;-0.19;3.17;0.13;0;96.5;97.8;9.65;-0.27;0;0;1;0;17.43;-608.7;15.375;-0.189;4.49;0
6/26/2024;17:38:05;0;greeenland;-0.04;0;-0.19;2.76;-0.01;0;97;98.3;9.71;-0.27;0;0;1.05;0;17.43;-608.7;15.37;-0.191;4.49;0
6/26/2024;17:38:07;0;greeenland;-0.03;0;-0.19;2.08;-0.23;0;97.5;98.8;9.76;-0.27;0;0;1.07;0;17.43;-608.7;15.376;-0.19;4.49;0
6/26/2024;17:38:09;0;greeenland;-0.02;0;-0.19;1.84;-0.31;0;97.9;99.2;9.79;-0.27;0;0;1.13;0;17.43;-608.7;15.389;-0.189;4.49;0
6/26/2024;17:38:11;0;greeenland;-0.01;0;-0.19;1.86;-0.31;0;98.2;99.5;9.82;-0.271;0;0;1.23;0;17.25;-598.9;15.395;-0.192;4.54;0
6/26/2024;17:38:13;0;greeenland;0;0;-0.19;1.83;-0.32;0;98.6;99.9;9.86;-0.271;0;0;1.3;0;17.43;-608.7;15.442;-0.189;4.54;0
6/26/2024;17:38:15;0;greeenland;0;0;-0.19;2.85;0.02;0;98.9;100.2;9.87;-0.27;0;0;1.33;0;14.97;-468.7;15.506;-0.188;4.54;0
6/26/2024;17:38:17;0;greeenland;0;0;-0.19;4.41;0.54;0;99.1;100.4;9.88;-0.27;0;0;1.32;0;16.08;-531.8;15.573;-0.189;4.54;0
6/26/2024;17:38:19;0;greeenland;0.01;0;-0.19;4.69;0.64;0;99.3;100.6;9.88;-0.27;0;0;1.33;0;17.42;-608.7;15.639;-0.19;4.54;0
6/26/2024;17:38:21;0;greeenland;0.03;0;-0.19;5.33;0.85;0;99.4;100.8;9.88;-0.27;0;0;1.34;0;16.8;-573.4;15.713;-0.183;4.44;0
6/26/2024;17:38:23;0;greeenland;0.04;0;-0.19;5.82;1.01;0;99.6;100.9;9.88;-0.27;0;0;1.34;0;17.32;-603.2;15.792;-0.192;4.44;0
6/26/2024;17:38:25;0;greeenland;0.09;0;-0.19;5.43;0.88;0;99.7;101;9.87;-0.27;0;0;1.32;0;17.41;-608.7;15.861;-0.185;4.44;0
6/26/2024;17:38:27;0;greeenland;0.06;0;-0.19;4.8;0.67;0;99.7;101;9.86;-0.27;0;0;1.29;0;17.41;-608.7;15.918;-0.191;4.44;0
6/26/2024;17:38:29;0;greeenland;0.04;0;-0.19;3.6;0.28;0;99.7;101.1;9.86;-0.269;0;0;1.3;0;17.38;-607.2;15.968;-0.184;4.44;0
6/26/2024;17:38:31;0;greeenland;0.04;0;-0.19;2.18;-0.2;0;99.7;101.1;9.85;-0.269;0;0;1.28;0;17.4;-608.7;16.007;-0.192;4.62;0
6/26/2024;17:38:33;0;greeenland;0.02;0;-0.189;1.47;-0.44;0;99.7;101;9.84;-0.269;0;0;1.3;0;17.4;-608.7;16.032;-0.183;4.62;0
6/26/2024;17:38:35;0;greeenland;-0.03;0;-0.19;0.38;-0.8;0;99.7;101;9.83;-0.269;0;0;1.28;0;17.4;-608.7;16.042;-0.189;4.62;0
6/26/2024;17:38:37;0;greeenland;-0.04;0;-0.189;0.14;-0.88;0;99.7;101;9.83;-0.269;0;0;1.26;0;13.88;-406.8;16.044;-0.187;4.62;0
6/26/2024;17:38:39;0;greeenland;-0.03;0;-0.189;0.1;-0.89;0;99.7;101;9.83;-0.269;0;0;1.26;0;6.73;2.4;16.05;-0.186;4.62;0
6/26/2024;17:38:41;0;greeenland;-0.04;0;-0.189;0.1;-0.89;0;99.7;101;9.83;-0.269;0;0;1.25;0;17.4;-608.7;16.056;-0.187;4.49;0
6/26/2024;17:38:43;0;greeenland;-0.02;0;-0.189;0.11;-0.89;0;99.7;101;9.83;-0.269;0;0;1.26;0;8.67;-108.7;16.062;-0.187;4.49;0
6/26/2024;17:38:45;0;greeenland;-0.02;0;-0.189;0.78;-0.67;0;99.7;101;9.83;-0.269;0;0;1.27;0;3.45;190.6;16.062;-0.188;4.49;0
6/26/2024;17:38:47;0;greeenland;-0.01;0;-0.189;2.34;-0.14;0;99.7;101;9.83;-0.269;0;0;1.27;0;2.5;244.8;16.062;-0.189;4.49;0
6/26/2024;17:38:49;0;greeenland;0.02;0;-0.189;3.71;0.31;0;99.7;101;9.83;-0.268;0;0;1.27;0;3.17;206.3;16.067;-0.189;4.49;0
6/26/2024;17:38:51;0;greeenland;0.01;0;-0.189;5.29;0.84;0;99.7;101;9.83;-0.268;0;0;1.29;0;3.71;175.2;16.074;-0.189;4.67;0
6/26/2024;17:38:53;0;greeenland;-0.03;0;-0.189;5.98;1.07;0;99.7;101.1;9.83;-0.268;0;0;1.29;0;4.16;149.6;16.08;-0.189;4.67;0
6/26/2024;17:38:55;0;greeenland;-0.02;0;-0.189;6.77;1.33;0;99.8;101.1;9.83;-0.268;0;0;1.28;0;4.57;126.3;16.085;-0.187;4.67;0
6/26/2024;17:38:57;0;greeenland;-0.03;0;-0.189;6.81;1.34;0;99.8;101.2;9.84;-0.268;0;0;1.3;0;4.97;103.2;16.091;-0.19;4.67;0
6/26/2024;17:38:59;0;greeenland;-0.04;0;-0.189;6.84;1.35;0;99.9;101.2;9.84;-0.268;0;0;1.29;0;5.3;84.5;16.101;-0.189;4.67;0
6/26/2024;17:39:01;0;greeenland;-0.05;0;-0.189;6.83;1.35;0;100;101.3;9.85;-0.268;0;0;1.29;0;5.61;66.6;16.114;-0.19;4.68;0
6/26/2024;17:39:03;0;greeenland;-0.04;0;-0.189;6.84;1.35;0;100;101.4;9.85;-0.268;0;0;1.3;0;5.79;56.1;16.133;-0.189;4.68;0
6/26/2024;17:39:05;0;greeenland;-0.01;0;-0.188;6.82;1.35;0;100.1;101.4;9.85;-0.268;0;0;1.28;0;6.12;37.7;16.151;-0.188;4.68;0
6/26/2024;17:39:07;0;greeenland;-0.01;0;-0.188;6.82;1.35;0;100.1;101.5;9.85;-0.268;0;0;1.31;0;7.87;-63.1;16.164;-0.184;4.68;0
6/26/2024;17:39:09;0;greeenland;-0.01;0;-0.188;6.81;1.34;0;100.2;101.5;9.85;-0.268;0;0;1.31;0;6.61;9.1;16.186;-0.19;4.68;0
6/26/2024;17:39:11;0;greeenland;0;0;-0.188;6.83;1.35;0;100.2;101.5;9.85;-0.268;0;0;1.3;0;6.63;8.4;16.207;-0.184;4.62;0
6/26/2024;17:39:13;0;greeenland;0.02;0;-0.188;6.8;1.34;0;100.2;101.5;9.84;-0.268;0;0;1.33;0;6.04;41.9;16.229;-0.19;4.62;0
6/26/2024;17:39:15;0;greeenland;0.02;0;-0.188;6.81;1.35;0;100.2;101.5;9.84;-0.267;0;0;1.3;0;6.61;9.4;16.249;-0.183;4.62;0
6/26/2024;17:39:17;0;greeenland;0.02;0;-0.188;6.78;1.33;0;100.2;101.5;9.84;-0.268;0;0;1.31;0;6.98;-11.8;16.265;-0.189;4.62;0
6/26/2024;17:39:19;0;greeenland;0.03;0;-0.188;6.77;1.33;0;100.2;101.5;9.83;-0.268;0;0;1.33;0;7.36;-33.4;16.279;-0.186;4.62;0
6/26/2024;17:39:21;0;greeenland;0.02;0;-0.188;6.77;1.33;0;100.2;101.5;9.83;-0.268;0;0;1.32;0;7.16;-22;16.294;-0.193;4.7;0
6/26/2024;17:39:23;0;greeenland;0.02;0;-0.188;6.75;1.32;0;100.2;101.5;9.83;-0.267;0;0;1.33;0;7.52;-42.7;16.309;-0.187;4.7;0
6/26/2024;17:39:25;0;greeenland;0.03;0;-0.188;6.76;1.33;0;100.2;101.5;9.83;-0.267;0;0;1.35;0;7.61;-47.7;16.317;-0.188;4.7;0
6/26/2024;17:39:27;0;greeenland;0.04;0;-0.188;6.76;1.33;0;100.2;101.5;9.82;-0.267;0;0;1.33;0;7.69;-52.6;16.319;-0.188;4.7;0
6/26/2024;17:39:29;0;greeenland;0.03;0;-0.188;6.8;1.34;0;100.2;101.5;9.82;-0.267;0;0;1.33;0;7.54;-43.9;16.323;-0.185;4.7;0
6/26/2024;17:39:31;0;greeenland;0.03;0;-0.188;6.78;1.33;0;100.2;101.5;9.82;-0.267;0;0;1.33;0;7.77;-57;16.327;-0.188;4.7;0
6/26/2024;17:39:33;0;greeenland;0.02;0;-0.188;6.8;1.34;0;100.2;101.5;9.82;-0.267;0;0;1.34;0;8.24;-84.3;16.323;-0.187;4.7;0
6/26/2024;17:39:35;0;greeenland;-0.04;0;-0.188;6.78;1.33;0;100.2;101.5;9.82;-0.267;0;0;1.34;0;7.28;-28.9;16.315;-0.188;4.7;0
6/26/2024;17:39:37;0;greeenland;-0.08;0;-0.188;6.78;1.34;0;100.2;101.5;9.82;-0.267;0;0;1.33;0;7.05;-15.9;16.308;-0.19;4.7;0
6/26/2024;17:39:39;0;greeenland;-0.06;0;-0.188;6.79;1.34;0;100.2;101.5;9.83;-0.267;0;0;1.33;0;7.51;-42.4;16.31;-0.188;4.7;0
6/26/2024;17:39:41;0;greeenland;-0.07;0;-0.188;6.78;1.33;0;100.2;101.5;9.82;-0.267;0;0;1.34;0;8.8;-115.9;16.318;-0.186;4.64;0
6/26/2024;17:39:43;0;greeenland;-0.09;0;-0.188;6.45;1.22;0;100.2;101.5;9.82;-0.267;0;0;1.31;0;-3.13;567.7;16.321;-0.186;4.64;0
6/26/2024;17:39:45;0;greeenland;-0.07;0;-0.188;4.94;0.72;0;100.2;101.6;9.83;-0.267;0;0;1.34;0;1.39;308.8;16.328;-0.187;4.64;0
6/26/2024;17:39:47;0;greeenland;-0.02;0;-0.188;3.76;0.33;0;100.3;101.6;9.83;-0.267;0;0;1.34;0;-1.92;498.3;16.345;-0.187;4.64;0
6/26/2024;17:39:49;0;greeenland;0;0;-0.188;2.25;-0.18;0;100.3;101.6;9.83;-0.267;0;0;1.33;0;-3.82;607.2;16.366;-0.189;4.64;0
6/26/2024;17:39:51;0;greeenland;-0.01;0;-0.188;0.68;-0.7;0;100.3;101.6;9.82;-0.267;0;0;1.35;0;12.81;-345.9;16.384;-0.187;4.76;0
6/26/2024;17:39:53;0;greeenland;0.04;0;-0.188;-0.89;-1.22;0;100.3;101.6;9.82;-0.268;0;0;1.34;0;13.4;-380;16.389;-0.189;4.76;0
6/26/2024;17:39:55;0;greeenland;0.05;0;-0.188;-2.43;-1.74;0;100.3;101.6;9.82;-0.267;0;0;1.35;0;13.05;-360.1;16.405;-0.188;4.76;0
6/26/2024;17:39:57;0;greeenland;0.02;0;-0.188;-4.11;-2.3;0;100.3;101.7;9.82;-0.268;0;0;1.35;0;12.44;-324.6;16.438;-0.187;4.76;0
6/26/2024;17:39:59;0;greeenland;0.03;0;-0.188;-5.66;-2.81;0;100.3;101.7;9.81;-0.267;0;0;1.34;0;10.21;-197.3;16.481;-0.188;4.76;0
6/26/2024;17:40:01;0;greeenland;0.01;0;-0.188;-7.23;-3.34;0;100.3;101.6;9.8;-0.267;0;0;1.31;0;10.13;-192.5;16.505;-0.184;4.69;0
6/26/2024;17:40:03;0;greeenland;0.03;0;-0.188;-7.89;-3.56;0;100.2;101.6;9.79;-0.267;0;0;1.3;0;11.66;-280.4;16.522;-0.191;4.69;0
6/26/2024;17:40:05;0;greeenland;0;0;-0.188;-8.03;-3.6;0;100.2;101.5;9.78;-0.267;0;0;1.26;0;11.54;-273.4;16.537;-0.189;4.69;0
6/26/2024;17:40:07;0;greeenland;0.01;0;-0.188;-8.05;-3.61;0;100.2;101.5;9.78;-0.267;0;0;1.29;0;11.4;-265.4;16.558;-0.189;4.69;0
6/26/2024;17:40:09;0;greeenland;0;0;-0.188;-8.05;-3.61;0;100.1;101.4;9.77;-0.267;0;0;1.28;0;11.12;-249.4;16.569;-0.183;4.69;0
6/26/2024;17:40:11;0;greeenland;0.01;0;-0.188;-8.05;-3.61;0;100;101.4;9.76;-0.268;0;0;1.28;0;10.88;-235.6;16.565;-0.192;4.64;0
6/26/2024;17:40:13;0;greeenland;0.02;0;-0.188;-8.06;-3.61;0;100;101.3;9.75;-0.267;0;0;1.27;0;10.99;-242.1;16.556;-0.187;4.64;0
6/26/2024;17:40:15;0;greeenland;0.01;0;-0.188;-7.73;-3.5;0;100;101.3;9.75;-0.267;0;0;1.27;0;1.3;313.8;16.562;-0.188;4.64;0
6/26/2024;17:40:17;0;greeenland;0.01;0;-0.188;-7.73;-3.5;0;100;101.3;9.75;-0.267;0;0;1.24;0;5.36;80.9;16.569;-0.189;4.64;0
6/26/2024;17:40:19;0;greeenland;0;0;-0.188;-7.73;-3.5;0;100;101.3;9.75;-0.267;0;0;1.26;0;4.35;139.2;16.581;-0.187;4.64;0
6/26/2024;17:40:21;0;greeenland;-0.01;0;-0.188;-7.59;-3.45;0;100;101.3;9.75;-0.267;0;0;1.3;0;4.54;128.2;16.581;-0.188;4.84;0
6/26/2024;17:40:23;0;greeenland;-0.04;0;-0.188;-6.03;-2.94;0;100;101.4;9.75;-0.267;0;0;1.3;0;3.64;179.6;16.582;-0.187;4.84;0
6/26/2024;17:40:25;0;greeenland;-0.04;0;-0.188;-4.49;-2.42;0;100.1;101.4;9.76;-0.267;0;0;1.28;0;3.67;178;16.584;-0.183;4.84;0
6/26/2024;17:40:27;0;greeenland;-0.04;0;-0.188;-2.93;-1.9;0;100.2;101.5;9.77;-0.267;0;0;1.28;0;3.76;172.9;16.589;-0.189;4.84;0
6/26/2024;17:40:29;0;greeenland;-0.03;0;-0.188;-1.36;-1.38;0;100.2;101.6;9.77;-0.267;0;0;1.27;0;3.82;169.8;16.593;-0.188;4.84;0
6/26/2024;17:40:31;0;greeenland;-0.05;0;-0.188;-0.87;-1.22;0;100.3;101.6;9.78;-0.267;0;0;1.27;0;3.25;202.4;16.608;-0.188;4.84;0
6/26/2024;17:40:33;0;greeenland;-0.02;0;-0.188;-0.87;-1.22;0;100.4;101.7;9.78;-0.267;0;0;1.26;0;2.57;241.2;16.624;-0.189;4.84;0
6/26/2024;17:40:35;0;greeenland;-0.01;0;-0.188;-1.63;-1.47;0;100.4;101.8;9.78;-0.267;0;0;1.27;0;1.82;284.5;16.643;-0.188;4.84;0
6/26/2024;17:40:37;0;greeenland;-0.01;0;-0.188;-1.63;-1.47;0;100.4;101.8;9.78;-0.267;0;0;1.27;0;1.43;306.7;16.64;-0.189;4.84;0
6/26/2024;17:40:39;0;greeenland;0.03;0;-0.188;-1.63;-1.47;0;100.4;101.7;9.78;-0.267;0;0;1.3;0;1.4;308.5;16.628;-0.188;4.84;0
6/26/2024;17:40:41;0;greeenland;0.02;0;-0.188;-1.88;-1.55;0;100.4;101.7;9.78;-0.267;0;0;1.3;0;1.09;326.2;16.609;-0.189;4.77;0
6/26/2024;17:40:43;0;greeenland;0.04;0;-0.188;-3.45;-2.07;0;100.4;101.7;9.78;-0.267;0;0;1.3;0;1.02;330.3;16.597;-0.188;4.77;0
6/26/2024;17:40:45;0;greeenland;0.05;0;-0.188;-4.99;-2.59;0;100.4;101.7;9.78;-0.267;0;0;1.32;0;1.2;320.1;16.583;-0.186;4.77;0
6/26/2024;17:40:47;0;greeenland;0.04;0;-0.188;-6.65;-3.14;0;100.4;101.7;9.79;-0.267;0;0;1.33;0;1.31;313.6;16.575;-0.183;4.77;0
6/26/2024;17:40:49;0;greeenland;0;0;-0.188;-8.06;-3.61;0;100.4;101.7;9.79;-0.267;0;0;1.32;0;1.45;305.4;16.577;-0.19;4.77;0
6/26/2024;17:40:51;0;greeenland;0.02;0;-0.188;-7.22;-3.33;0;100.4;101.8;9.79;-0.267;0;0;1.32;0;0.25;374.4;16.591;-0.183;4.76;0
6/26/2024;17:40:53;0;greeenland;0.01;0;-0.188;-6.36;-3.05;0;100.5;101.8;9.79;-0.267;0;0;1.29;0;0.5;360.3;16.62;-0.191;4.76;0
6/26/2024;17:40:55;0;greeenland;0;0;-0.188;-6.36;-3.05;0;100.5;101.8;9.79;-0.267;0;0;1.29;0;1.26;316.6;16.643;-0.185;4.76;0
6/26/2024;17:40:57;0;greeenland;-0.01;0;-0.188;-6.36;-3.05;0;100.5;101.9;9.79;-0.267;0;0;1.28;0;2.05;271.1;16.666;-0.188;4.76;0
6/26/2024;17:40:59;0;greeenland;-0.01;0;-0.188;-6.36;-3.05;0;100.5;101.9;9.78;-0.267;0;0;1.25;0;2.77;229.8;16.689;-0.186;4.76;0
6/26/2024;17:41:01;0;greeenland;-0.02;0;-0.188;-6.36;-3.05;0;100.6;101.9;9.78;-0.268;0;0;1.25;0;2.92;221.2;16.712;-0.193;4.78;0
6/26/2024;17:41:03;0;greeenland;-0.02;0;-0.188;-6.36;-3.05;0;100.6;101.9;9.78;-0.267;0;0;1.24;0;2.34;254.7;16.732;-0.182;4.78;0
6/26/2024;17:41:05;0;greeenland;-0.01;0;-0.188;-6.15;-2.98;0;100.6;102;9.78;-0.267;0;0;1.26;0;3.59;182.5;16.757;-0.192;4.78;0
6/26/2024;17:41:07;0;greeenland;0.01;0;-0.188;-5.9;-2.89;0;100.7;102;9.78;-0.267;0;0;1.27;0;2.73;232.3;16.787;-0.187;4.78;0
6/26/2024;17:41:09;0;greeenland;0.02;0;-0.188;-5.9;-2.89;0;100.7;102.1;9.78;-0.267;0;0;1.27;0;2.78;229.4;16.82;-0.19;4.78;0
6/26/2024;17:41:11;0;greeenland;0.04;0;-0.188;-7.28;-3.35;0;100.8;102.1;9.77;-0.267;0;0;1.27;0;2.84;226;16.851;-0.188;4.77;0
