Pond,Replicate,Treatment,Chlorophyll_RFU,BGAPC_RFU,ODO_sat,fDOM_RFU,Time_seq,Hour,Ten_min,Variable
B1P1,1,G,0.03,-1.5,102.66,2.95,0,18,1,MEAN
B1P1,1,G,0.2,-1.45,102.79,2.92,0,18,2,MEAN
B1P1,1,G,0.21,-1.42,102.85,2.91,0,18,3,MEAN
B1P1,1,G,0.19,-1.45,102.87,2.9,0,18,4,MEAN
B1P1,1,G,0.23,-1.46,102.88,2.91,0,18,5,MEAN
B1P1,1,G,0.26,-1.44,102.86,2.92,0,19,0,MEAN
B1P1,1,G,0.34,-1.42,102.87,2.94,0,19,1,MEAN
B1P1,1,G,0.27,-1.42,102.78,2.99,0,19,2,MEAN
B1P1,1,G,0.16,-1.5,102.72,2.98,0,19,3,MEAN
B1P1,1,G,0.16,-1.49,102.76,2.97,0,19,4,MEAN
B1P1,1,G,0.15,-1.46,102.72,3,0,19,5,MEAN
B1P1,1,G,0.18,-1.44,102.69,3.01,0,20,0,MEAN
B1P1,1,G,0.23,-1.36,102.65,3,0,20,1,MEAN
B1P1,1,G,0.28,-1.37,102.65,2.98,0,20,2,MEAN
B1P1,1,G,0.2,-1.43,102.64,2.97,0,20,3,MEAN
B1P1,1,G,0.16,-1.46,102.58,2.98,0,20,4,MEAN
B1P1,1,G,0.21,-1.46,102.52,2.99,0,20,5,MEAN
B1P1,1,G,0.22,-1.43,102.47,3.02,0,21,0,MEAN
B1P1,1,G,0.21,-1.44,102.45,3.05,0,21,1,MEAN
B1P1,1,G,0.16,-1.45,102.43,3.05,0,21,2,MEAN
B1P1,1,G,0.18,-1.46,102.4,3.05,0,21,3,MEAN
B1P1,1,G,0.34,-1.43,102.28,3.04,0,21,4,MEAN
B1P1,1,G,0.33,-1.4,102.12,3.04,0,21,5,MEAN
B1P1,1,G,0.28,-1.44,102.06,3.03,0,22,0,MEAN
B1P1,1,G,0.38,-1.45,102.1,3.03,0,22,1,MEAN
B1P1,1,G,0.37,-1.42,102.01,3.05,0,22,2,MEAN
B1P1,1,G,0.26,-1.44,101.75,3.05,0,22,3,MEAN
B1P1,1,G,0.28,-1.46,101.61,3.06,0,22,4,MEAN
B1P1,1,G,0.48,-1.43,101.68,3.08,0,22,5,MEAN
B1P1,1,G,0.46,-1.4,101.84,3.12,0,23,0,MEAN
B1P1,1,G,0.36,-1.41,101.9,3.13,0,23,1,MEAN
B1P1,1,G,0.32,-1.42,101.87,3.14,0,23,2,MEAN
B1P1,1,G,0.34,-1.42,101.73,3.14,0,23,3,MEAN
B1P1,1,G,0.38,-1.44,101.53,3.14,0,23,4,MEAN
B1P1,1,G,0.3,-1.48,101.38,3.15,0,23,5,MEAN
B1P1,1,G,0.22,-1.47,101.27,3.12,1,0,0,MEAN
B1P1,1,G,0.34,-1.42,101.22,3.13,1,0,1,MEAN
B1P1,1,G,0.4,-1.37,101.11,3.18,1,0,2,MEAN
B1P1,1,G,0.22,-1.43,100.96,3.16,1,0,3,MEAN
B1P1,1,G,0.2,-1.46,100.73,3.14,1,0,4,MEAN
B1P1,1,G,0.28,-1.43,100.35,3.15,1,0,5,MEAN
B1P1,1,G,0.25,-1.42,100.2,3.13,1,1,0,MEAN
B1P1,1,G,0.24,-1.46,100.26,3.12,1,1,1,MEAN
B1P1,1,G,0.37,-1.5,100.23,3.12,1,1,2,MEAN
B1P1,1,G,0.33,-1.47,100.13,3.13,1,1,3,MEAN
B1P1,1,G,0.22,-1.43,100.02,3.13,1,1,4,MEAN
B1P1,1,G,0.29,-1.44,99.96,3.14,1,1,5,MEAN
B1P1,1,G,0.28,-1.44,99.88,3.14,1,2,0,MEAN
B1P1,1,G,0.22,-1.44,99.76,3.14,1,2,1,MEAN
B1P1,1,G,0.14,-1.46,99.7,3.15,1,2,2,MEAN
B1P1,1,G,0.18,-1.46,99.63,3.16,1,2,3,MEAN
B1P1,1,G,0.31,-1.44,99.51,3.17,1,2,4,MEAN
B1P1,1,G,0.21,-1.39,99.45,3.19,1,2,5,MEAN
B1P1,1,G,0.26,-1.38,99.41,3.19,1,3,0,MEAN
B1P1,1,G,0.32,-1.44,99.38,3.18,1,3,1,MEAN
B1P1,1,G,0.25,-1.47,99.35,3.18,1,3,2,MEAN
B1P1,1,G,0.22,-1.45,99.31,3.2,1,3,3,MEAN
B1P1,1,G,0.14,-1.43,99.27,3.2,1,3,4,MEAN
B1P1,1,G,0.15,-1.46,99.21,3.19,1,3,5,MEAN
B1P1,1,G,0.21,-1.46,99.15,3.2,1,4,0,MEAN
B1P1,1,G,0.16,-1.44,99.07,3.2,1,4,1,MEAN
B1P1,1,G,0.13,-1.46,99.03,3.21,1,4,2,MEAN
B1P1,1,G,0.15,-1.45,99,3.21,1,4,3,MEAN
B1P1,1,G,0.18,-1.42,98.87,3.22,1,4,4,MEAN
B1P1,1,G,0.17,-1.46,98.8,3.22,1,4,5,MEAN
B1P1,1,G,0.15,-1.46,98.84,3.21,1,5,0,MEAN
B1P1,1,G,0.11,-1.46,98.85,3.21,1,5,1,MEAN
B1P1,1,G,0.16,-1.42,98.73,3.22,1,5,2,MEAN
B1P1,1,G,0.14,-1.37,98.66,3.24,1,5,3,MEAN
B1P1,1,G,0.08,-1.42,98.73,3.23,1,5,4,MEAN
B1P1,1,G,0.14,-1.44,98.69,3.24,1,5,5,MEAN
B1P1,1,G,0.24,-1.44,98.43,3.27,1,6,0,MEAN
B1P1,1,G,0.24,-1.47,98.14,3.29,1,6,1,MEAN
B1P1,1,G,0.26,-1.42,98.28,3.27,1,6,2,MEAN
B1P1,1,G,0.3,-1.38,98.59,3.24,1,6,3,MEAN
B1P1,1,G,0.23,-1.37,98.52,3.24,1,6,4,MEAN
B1P1,1,G,0.24,-1.38,98.42,3.26,1,6,5,MEAN
B1P1,1,G,0.3,-1.42,98.55,3.24,1,7,0,MEAN
B1P1,1,G,0.24,-1.45,98.7,3.24,1,7,1,MEAN
B1P1,1,G,0.36,-1.43,98.81,3.23,1,7,2,MEAN
B1P1,1,G,0.36,-1.45,98.93,3.22,1,7,3,MEAN
B1P1,1,G,0.15,-1.49,99.03,3.2,1,7,4,MEAN
B1P1,1,G,0.24,-1.46,99.08,3.2,1,7,5,MEAN
B1P1,1,G,0.26,-1.41,99.05,3.2,1,8,0,MEAN
B1P1,1,G,0.21,-1.44,99.02,3.19,1,8,1,MEAN
B1P1,1,G,0.21,-1.46,99.1,3.21,1,8,2,MEAN
B1P1,1,G,0.17,-1.44,99.21,3.2,1,8,3,MEAN
B1P1,1,G,0.15,-1.41,99.31,3.16,1,8,4,MEAN
B1P1,1,G,0.12,-1.43,99.41,3.16,1,8,5,MEAN
B1P1,1,G,0.12,-1.46,99.52,3.14,1,9,0,MEAN
B1P1,1,G,0.17,-1.42,99.64,3.14,1,9,1,MEAN
B1P1,1,G,0.2,-1.44,99.75,3.14,1,9,2,MEAN
B1P1,1,G,0.14,-1.47,99.78,3.12,1,9,3,MEAN
B1P1,1,G,0.06,-1.49,99.82,3.1,1,9,4,MEAN
B1P1,1,G,0.1,-1.48,99.95,3.09,1,9,5,MEAN
B1P1,1,G,0.21,-1.44,100.08,3.07,1,10,0,MEAN
B1P1,1,G,0.26,-1.42,100.18,3.06,1,10,1,MEAN
B1P1,1,G,0.24,-1.44,100.26,3.05,1,10,2,MEAN
B1P1,1,G,0.23,-1.42,100.35,3.05,1,10,3,MEAN
B1P1,1,G,0.25,-1.38,100.42,3.05,1,10,4,MEAN
B1P1,1,G,0.34,-1.39,100.52,3.04,1,10,5,MEAN
B1P1,1,G,0.47,-1.44,100.65,3.04,1,11,0,MEAN
B1P1,1,G,0.36,-1.45,100.72,3.04,1,11,1,MEAN
B1P1,1,G,0.2,-1.46,100.77,3.04,1,11,2,MEAN
B1P1,1,G,0.26,-1.44,100.81,3.04,1,11,3,MEAN
B1P1,1,G,0.32,-1.38,100.86,3.04,1,11,4,MEAN
B1P1,1,G,0.34,-1.39,100.93,3.04,1,11,5,MEAN
B1P1,1,G,0.46,-1.42,100.98,3.03,1,12,0,MEAN
B1P1,1,G,0.43,-1.4,101.03,3.03,1,12,1,MEAN
B1P1,1,G,0.3,-1.42,101.24,3.02,1,12,2,MEAN
B1P1,1,G,0.31,-1.42,101.63,2.98,1,12,3,MEAN
B1P1,1,G,0.32,-1.42,101.82,2.96,1,12,4,MEAN
B1P1,1,G,0.28,-1.42,101.81,2.97,1,12,5,MEAN
B1P1,1,G,0.27,-1.43,101.86,2.98,1,13,0,MEAN
B1P1,1,G,0.29,-1.44,101.92,2.96,1,13,1,MEAN
B1P1,1,G,0.31,-1.42,101.96,2.96,1,13,2,MEAN
B1P1,1,G,0.32,-1.41,102.03,2.96,1,13,3,MEAN
B1P1,1,G,0.32,-1.4,102.19,2.95,1,13,4,MEAN
B1P1,1,G,0.32,-1.42,102.38,2.93,1,13,5,MEAN
B1P1,1,G,0.32,-1.44,102.47,2.92,1,14,0,MEAN
B1P1,1,G,0.32,-1.44,102.54,2.92,1,14,1,MEAN
B1P1,1,G,0.37,-1.42,102.54,2.92,1,14,2,MEAN
B1P1,1,G,0.37,-1.42,102.45,2.92,1,14,3,MEAN
B1P1,1,G,0.33,-1.44,102.43,2.93,1,14,4,MEAN
B1P1,1,G,0.32,-1.44,102.57,2.92,1,14,5,MEAN
B1P1,1,G,0.3,-1.44,102.67,2.93,1,15,0,MEAN
B1P1,1,G,0.32,-1.44,102.55,2.95,1,15,1,MEAN
B1P1,1,G,0.33,-1.42,102.37,2.96,1,15,2,MEAN
B1P1,1,G,0.3,-1.42,102.27,2.98,1,15,3,MEAN
B1P1,1,G,0.32,-1.42,102.2,2.99,1,15,4,MEAN
B1P1,1,G,0.31,-1.42,102.11,3,1,15,5,MEAN
B1P1,1,G,0.32,-1.42,102.05,3,1,16,0,MEAN
B1P1,1,G,0.33,-1.42,101.93,3.01,1,16,1,MEAN
B1P1,1,G,0.31,-1.4,101.76,3.02,1,16,2,MEAN
B1P1,1,G,0.3,-1.42,101.63,3.03,1,16,3,MEAN
B1P1,1,G,0.3,-1.42,101.53,3.04,1,16,4,MEAN
B1P1,1,G,0.28,-1.41,101.45,3.05,1,16,5,MEAN
B1P1,1,G,0.29,-1.42,101.36,3.05,1,17,0,MEAN
B1P1,1,G,0.3,-1.42,101.28,3.08,1,17,1,MEAN
B1P1,1,G,0.3,-1.42,101.18,3.11,1,17,2,MEAN
B1P1,1,G,0.32,-1.42,101.09,3.12,1,17,3,MEAN
B1P1,1,G,0.31,-1.42,101.04,3.09,1,17,4,MEAN
B1P1,1,G,0.31,-1.41,100.94,3.1,1,17,5,MEAN
B1P1,1,G,0.31,-1.42,100.82,3.11,1,18,0,MEAN
B1P1,1,G,0.3,-1.41,100.71,3.12,1,18,1,MEAN
B1P1,1,G,0.3,-1.4,100.6,3.12,1,18,2,MEAN
B1P1,1,G,0.3,-1.41,100.48,3.13,1,18,3,MEAN
B1P1,1,G,0.3,-1.41,100.36,3.14,1,18,4,MEAN
B1P1,1,G,0.31,-1.41,100.26,3.16,1,18,5,MEAN
B1P1,1,G,0.3,-1.42,100.2,3.16,1,19,0,MEAN
B1P1,1,G,0.26,-1.42,100.16,3.16,1,19,1,MEAN
B1P1,1,G,0.25,-1.4,100.07,3.16,1,19,2,MEAN
B1P1,1,G,0.26,-1.41,99.95,3.17,1,19,3,MEAN
B1P1,1,G,0.28,-1.41,99.8,3.18,1,19,4,MEAN
B1P1,1,G,0.3,-1.4,99.7,3.18,1,19,5,MEAN
B1P1,1,G,0.32,-1.4,99.68,3.18,1,20,0,MEAN
B1P1,1,G,0.36,-1.4,99.62,3.19,1,20,1,MEAN
B1P1,1,G,0.36,-1.4,99.56,3.19,1,20,2,MEAN
B1P1,1,G,0.31,-1.4,99.48,3.18,1,20,3,MEAN
B1P1,1,G,0.29,-1.41,99.4,3.19,1,20,4,MEAN
B1P1,1,G,0.31,-1.39,99.34,3.2,1,20,5,MEAN
B1P1,1,G,0.34,-1.4,99.23,3.2,1,21,0,MEAN
B1P1,1,G,0.33,-1.4,99.12,3.21,1,21,1,MEAN
B1P1,1,G,0.3,-1.38,98.99,3.21,1,21,2,MEAN
B1P1,1,G,0.3,-1.38,98.87,3.22,1,21,3,MEAN
B1P1,1,G,0.32,-1.37,98.79,3.22,1,21,4,MEAN
B1P1,1,G,0.31,-1.38,98.68,3.23,1,21,5,MEAN
B1P1,1,G,0.27,-1.39,98.54,3.24,1,22,0,MEAN
B1P1,1,G,0.3,-1.38,98.39,3.24,1,22,1,MEAN
B1P1,1,G,0.34,-1.38,98.26,3.24,1,22,2,MEAN
B1P1,1,G,0.32,-1.38,98.12,3.26,1,22,3,MEAN
B1P1,1,G,0.3,-1.4,97.99,3.26,1,22,4,MEAN
B1P1,1,G,0.32,-1.39,97.87,3.27,1,22,5,MEAN
B1P1,1,G,0.32,-1.38,97.72,3.27,1,23,0,MEAN
B1P1,1,G,0.3,-1.38,97.57,3.28,1,23,1,MEAN
B1P1,1,G,0.31,-1.39,97.46,3.29,1,23,2,MEAN
B1P1,1,G,0.33,-1.39,97.33,3.3,1,23,3,MEAN
B1P1,1,G,0.33,-1.37,97.21,3.3,1,23,4,MEAN
B1P1,1,G,0.3,-1.37,97.03,3.31,1,23,5,MEAN
B1P1,1,G,0.33,-1.37,96.81,3.32,2,0,0,MEAN
B1P1,1,G,0.35,-1.37,96.67,3.33,2,0,1,MEAN
B1P1,1,G,0.33,-1.38,96.59,3.33,2,0,2,MEAN
B1P1,1,G,0.31,-1.38,96.56,3.33,2,0,3,MEAN
B1P1,1,G,0.32,-1.36,96.47,3.33,2,0,4,MEAN
B1P1,1,G,0.34,-1.35,96.34,3.34,2,0,5,MEAN
B1P1,1,G,0.32,-1.37,96.27,3.34,2,1,0,MEAN
B1P1,1,G,0.33,-1.37,96.14,3.36,2,1,1,MEAN
B1P1,1,G,0.33,-1.37,95.97,3.37,2,1,2,MEAN
B1P1,1,G,0.32,-1.39,95.9,3.37,2,1,3,MEAN
B1P1,1,G,0.31,-1.39,95.83,3.37,2,1,4,MEAN
B1P1,1,G,0.28,-1.38,95.72,3.38,2,1,5,MEAN
B1P1,1,G,0.26,-1.38,95.6,3.38,2,2,0,MEAN
B1P1,1,G,0.26,-1.39,95.45,3.38,2,2,1,MEAN
B1P1,1,G,0.3,-1.38,95.33,3.39,2,2,2,MEAN
B1P1,1,G,0.3,-1.38,95.29,3.39,2,2,3,MEAN
B1P1,1,G,0.28,-1.37,95.19,3.4,2,2,4,MEAN
B1P1,1,G,0.31,-1.37,95.05,3.41,2,2,5,MEAN
B1P1,1,G,0.32,-1.37,94.98,3.41,2,3,0,MEAN
B1P1,1,G,0.32,-1.39,94.87,3.41,2,3,1,MEAN
B1P1,1,G,0.33,-1.39,94.77,3.42,2,3,2,MEAN
B1P1,1,G,0.34,-1.37,94.74,3.42,2,3,3,MEAN
B1P1,1,G,0.35,-1.36,94.69,3.42,2,3,4,MEAN
B1P1,1,G,0.32,-1.36,94.63,3.42,2,3,5,MEAN
B1P1,1,G,0.32,-1.37,94.55,3.43,2,4,0,MEAN
B1P1,1,G,0.31,-1.37,94.45,3.44,2,4,1,MEAN
B1P1,1,G,0.29,-1.38,94.38,3.45,2,4,2,MEAN
B1P1,1,G,0.32,-1.37,94.3,3.44,2,4,3,MEAN
B1P1,1,G,0.33,-1.37,94.21,3.45,2,4,4,MEAN
B1P1,1,G,0.3,-1.37,94.14,3.45,2,4,5,MEAN
B1P1,1,G,0.3,-1.36,94.11,3.45,2,5,0,MEAN
B1P1,1,G,0.29,-1.38,94.1,3.45,2,5,1,MEAN
B1P1,1,G,0.27,-1.38,94.05,3.46,2,5,2,MEAN
B1P1,1,G,0.26,-1.39,94,3.46,2,5,3,MEAN
B1P1,1,G,0.28,-1.39,93.96,3.45,2,5,4,MEAN
B1P1,1,G,0.28,-1.38,93.91,3.46,2,5,5,MEAN
B1P1,1,G,0.28,-1.38,93.85,3.46,2,6,0,MEAN
B1P1,1,G,0.26,-1.4,93.81,3.46,2,6,1,MEAN
B1P1,1,G,0.26,-1.4,93.8,3.46,2,6,2,MEAN
B1P1,1,G,0.3,-1.38,93.8,3.46,2,6,3,MEAN
B1P1,1,G,0.3,-1.38,93.8,3.46,2,6,4,MEAN
B1P1,1,G,0.32,-1.38,93.78,3.46,2,6,5,MEAN
B1P1,1,G,0.3,-1.38,93.72,3.47,2,7,0,MEAN
B1P1,1,G,0.3,-1.38,93.7,3.47,2,7,1,MEAN
B1P1,1,G,0.32,-1.37,93.7,3.47,2,7,2,MEAN
B1P1,1,G,0.32,-1.38,93.7,3.47,2,7,3,MEAN
B1P1,1,G,0.32,-1.36,93.7,3.47,2,7,4,MEAN
B1P1,1,G,0.32,-1.35,93.7,3.47,2,7,5,MEAN
B1P1,1,G,0.34,-1.36,93.7,3.47,2,8,0,MEAN
B1P1,1,G,0.32,-1.37,93.7,3.47,2,8,1,MEAN
B1P1,1,G,0.28,-1.38,93.7,3.47,2,8,2,MEAN
B1P1,1,G,0.28,-1.39,93.7,3.47,2,8,3,MEAN
B1P1,1,G,0.32,-1.39,93.74,3.47,2,8,4,MEAN
B1P1,1,G,0.33,-1.37,93.79,3.48,2,8,5,MEAN
B1P1,1,G,0.32,-1.37,93.81,3.48,2,9,0,MEAN
B1P1,1,G,0.36,-1.37,93.86,3.47,2,9,1,MEAN
B1P1,1,G,0.37,-1.37,93.9,3.47,2,9,2,MEAN
B1P1,1,G,0.35,-1.36,93.95,3.46,2,9,3,MEAN
B1P1,1,G,0.32,-1.38,94.05,3.46,2,9,4,MEAN
B1P1,1,G,0.29,-1.38,94.1,3.46,2,9,5,MEAN
B1P1,1,G,0.32,-1.38,94.15,3.46,2,10,0,MEAN
B1P1,1,G,0.32,-1.38,94.22,3.46,2,10,1,MEAN
B1P1,1,G,0.32,-1.37,94.3,3.45,2,10,2,MEAN
B1P1,1,G,0.34,-1.36,94.45,3.43,2,10,3,MEAN
B1P1,1,G,0.4,-1.37,94.51,3.42,2,10,4,MEAN
B1P1,1,G,0.41,-1.37,94.51,3.44,2,10,5,MEAN
B1P1,1,G,0.45,-1.36,94.57,3.44,2,11,0,MEAN
B1P1,1,G,0.47,-1.36,94.6,3.44,2,11,1,MEAN
B1P1,1,G,0.43,-1.36,94.66,3.44,2,11,2,MEAN
B1P1,1,G,0.42,-1.36,94.76,3.43,2,11,3,MEAN
B1P1,1,G,0.5,-1.35,94.83,3.43,2,11,4,MEAN
B1P1,1,G,0.48,-1.35,94.9,3.43,2,11,5,MEAN
B1P1,1,G,0.43,-1.36,94.95,3.42,2,12,0,MEAN
B1P1,1,G,0.44,-1.36,95.11,3.41,2,12,1,MEAN
B1P1,1,G,0.45,-1.35,95.32,3.4,2,12,2,MEAN
B1P1,1,G,0.46,-1.35,95.43,3.38,2,12,3,MEAN
B1P1,1,G,0.43,-1.37,95.55,3.38,2,12,4,MEAN
B1P1,1,G,0.43,-1.37,95.69,3.37,2,12,5,MEAN
B1P1,1,G,0.44,-1.35,95.77,3.38,2,13,0,MEAN
B1P1,1,G,0.41,-1.36,95.8,3.38,2,13,1,MEAN
B1P1,1,G,0.4,-1.36,95.87,3.38,2,13,2,MEAN
B1P1,1,G,0.45,-1.35,95.96,3.38,2,13,3,MEAN
B1P1,1,G,0.45,-1.35,96.1,3.37,2,13,4,MEAN
B1P1,1,G,0.4,-1.37,96.33,3.36,2,13,5,MEAN
B1P1,1,G,0.43,-1.36,96.67,3.34,2,14,0,MEAN
B1P1,1,G,0.46,-1.35,96.97,3.33,2,14,1,MEAN
B1P1,1,G,0.45,-1.37,97.08,3.33,2,14,2,MEAN
